STATE,YEAR,EMP,GL,GR,ST,LOCATION,TV
Alabama,2000,1550,NA,NA,NA,NA,NA
Alabama,2001,960,NA,NA,NA,NA,NA
Alabama,2001,1210,NA,NA,NA,NA,NA
Alabama,2002,1000,NA,NA,NA,NA,NA
Alabama,2002,1240,NA,NA,NA,NA,NA
Alabama,2003,1080,NA,NA,NA,NA,NA
Alabama,2003,1420,NA,NA,NA,NA,NA
Alabama,2004,1040,NA,NA,NA,NA,NA
Alabama,2004,1320,NA,NA,NA,NA,NA
Alabama,2005,970,NA,NA,NA,NA,NA
Alabama,2005,1110,NA,NA,NA,NA,NA
Alabama,2006,1120,NA,NA,NA,NA,NA
Alabama,2006,970,NA,NA,NA,NA,NA
Alabama,2007,900,NA,NA,NA,NA,NA
Alabama,2007,650,NA,NA,NA,NA,NA
Alabama,2008,940,NA,NA,NA,NA,NA
Alabama,2008,620,NA,NA,NA,NA,NA
Alabama,2009,650,NA,NA,NA,NA,NA
Alabama,2009,840,NA,NA,NA,NA,NA
Alabama,2010,600,NA,NA,NA,NA,NA
Alabama,2010,1050,NA,NA,NA,NA,NA
Alabama,2011,NA,NA,64027,NA,NA,NA
Alabama,2011,770,NA,NA,NA,NA,NA
Alabama,2011,1060,NA,NA,NA,NA,NA
Alabama,2012,NA,6084,76159,NA,NA,NA
Alabama,2012,710,NA,NA,NA,NA,NA
Alabama,2012,1060,NA,NA,NA,NA,NA
Alabama,2013,NA,882,94721,NA,NA,NA
Alabama,2013,790,NA,NA,NA,NA,NA
Alabama,2013,1160,NA,NA,NA,NA,NA
Alabama,2014,NA,582,96744,NA,NA,NA
Alabama,2014,650,NA,NA,NA,NA,NA
Alabama,2014,840,NA,NA,NA,NA,NA
Alabama,2015,NA,481,114419,NA,NA,NA
Alabama,2015,650,NA,NA,NA,NA,NA
Alabama,2015,840,NA,NA,NA,NA,NA
Alabama,2016,NA,1182,134687,NA,NA,NA
Alabama,2016,900,NA,NA,NA,NA,NA
Alabama,2016,650,NA,NA,NA,NA,NA
Alabama,2017,NA,722,161641,NA,NA,NA
Alabama,2018,NA,NA,163398,NA,NA,NA
Alaska,2000,270,NA,NA,NA,NA,NA
Alaska,2000,370,NA,NA,NA,NA,NA
Alaska,2001,360,NA,NA,NA,NA,NA
Alaska,2001,470,NA,NA,NA,NA,NA
Alaska,2002,220,NA,NA,NA,NA,NA
Alaska,2002,500,NA,NA,NA,NA,NA
Alaska,2003,240,NA,NA,NA,NA,NA
Alaska,2003,650,NA,NA,NA,NA,NA
Alaska,2004,230,NA,NA,NA,NA,NA
Alaska,2004,670,NA,NA,NA,NA,NA
Alaska,2005,240,NA,NA,NA,NA,NA
Alaska,2005,**,NA,NA,NA,NA,NA
Alaska,2006,290,NA,NA,NA,NA,NA
Alaska,2006,330,NA,NA,NA,NA,NA
Alaska,2007,380,NA,NA,NA,NA,NA
Alaska,2008,450,NA,NA,NA,NA,NA
Alaska,2008,300,NA,NA,NA,NA,NA
Alaska,2009,370,NA,NA,NA,NA,NA
Alaska,2009,360,NA,NA,NA,NA,NA
Alaska,2010,420,NA,NA,NA,NA,NA
Alaska,2010,590,NA,NA,NA,NA,NA
Alaska,2011,NA,NA,8018,NA,NA,NA
Alaska,2011,510,NA,NA,NA,NA,NA
Alaska,2011,580,NA,NA,NA,NA,NA
Alaska,2012,NA,717,8939,NA,NA,NA
Alaska,2012,590,NA,NA,NA,NA,NA
Alaska,2012,640,NA,NA,NA,NA,NA
Alaska,2013,NA,44,10000,NA,NA,NA
Alaska,2013,600,NA,NA,NA,NA,NA
Alaska,2013,460,NA,NA,NA,NA,NA
Alaska,2014,NA,89,11167,NA,NA,NA
Alaska,2014,370,NA,NA,NA,NA,NA
Alaska,2014,360,NA,NA,NA,NA,NA
Alaska,2015,NA,141,12424,NA,NA,NA
Alaska,2015,370,NA,NA,NA,NA,NA
Alaska,2015,360,NA,NA,NA,NA,NA
Alaska,2016,NA,58,13439,NA,NA,NA
Alaska,2016,380,NA,NA,NA,NA,NA
Alaska,2017,NA,57,15824,NA,NA,NA
Alaska,2018,NA,NA,17572,NA,NA,NA
Arizona,2000,1400,NA,NA,NA,NA,NA
Arizona,2000,2220,NA,NA,NA,NA,NA
Arizona,2001,1740,NA,NA,NA,NA,NA
Arizona,2001,1760,NA,NA,NA,NA,NA
Arizona,2002,1540,NA,NA,NA,NA,NA
Arizona,2002,2200,NA,NA,NA,NA,NA
Arizona,2003,1920,NA,NA,NA,NA,NA
Arizona,2003,1350,NA,NA,NA,NA,NA
Arizona,2004,1900,NA,NA,NA,NA,NA
Arizona,2004,1490,NA,NA,NA,NA,NA
Arizona,2005,1760,NA,NA,NA,NA,NA
Arizona,2005,1670,NA,NA,NA,NA,NA
Arizona,2006,1630,NA,NA,NA,NA,NA
Arizona,2006,1630,NA,NA,NA,NA,NA
Arizona,2007,1460,NA,NA,NA,NA,NA
Arizona,2007,1770,NA,NA,NA,NA,NA
Arizona,2008,1010,NA,NA,NA,NA,NA
Arizona,2008,2030,NA,NA,NA,NA,NA
Arizona,2009,910,NA,NA,NA,NA,NA
Arizona,2009,3110,NA,NA,NA,NA,NA
Arizona,2010,1410,NA,NA,NA,NA,NA
Arizona,2010,2810,NA,NA,NA,NA,NA
Arizona,2011,1670,NA,NA,AZ,"Tucson, Arizona",19
Arizona,2011,2700,NA,NA,AZ,"Tucson, Arizona",19
Arizona,2011,NA,NA,55844,AZ,"Tucson, Arizona",19
Arizona,2012,NA,5431,56706,NA,NA,NA
Arizona,2012,1830,NA,NA,NA,NA,NA
Arizona,2012,1840,NA,NA,NA,NA,NA
Arizona,2013,NA,718,59558,NA,NA,NA
Arizona,2013,1500,NA,NA,NA,NA,NA
Arizona,2013,2170,NA,NA,NA,NA,NA
Arizona,2014,NA,347,62527,NA,NA,NA
Arizona,2014,910,NA,NA,NA,NA,NA
Arizona,2014,3110,NA,NA,NA,NA,NA
Arizona,2015,NA,208,65425,NA,NA,NA
Arizona,2015,910,NA,NA,NA,NA,NA
Arizona,2015,3110,NA,NA,NA,NA,NA
Arizona,2016,NA,457,69500,NA,NA,NA
Arizona,2016,1460,NA,NA,NA,NA,NA
Arizona,2016,1770,NA,NA,NA,NA,NA
Arizona,2017,NA,609,79841,NA,NA,NA
Arizona,2018,NA,NA,84045,NA,NA,NA
Arkansas,1998,NA,NA,NA,AR,"Jonesboro, Arkansas",15
Arkansas,2000,160,NA,NA,NA,NA,NA
Arkansas,2000,490,NA,NA,NA,NA,NA
Arkansas,2001,180,NA,NA,NA,NA,NA
Arkansas,2001,370,NA,NA,NA,NA,NA
Arkansas,2002,160,NA,NA,NA,NA,NA
Arkansas,2002,500,NA,NA,NA,NA,NA
Arkansas,2003,230,NA,NA,NA,NA,NA
Arkansas,2003,530,NA,NA,NA,NA,NA
Arkansas,2004,210,NA,NA,NA,NA,NA
Arkansas,2004,560,NA,NA,NA,NA,NA
Arkansas,2005,260,NA,NA,NA,NA,NA
Arkansas,2005,580,NA,NA,NA,NA,NA
Arkansas,2006,240,NA,NA,NA,NA,NA
Arkansas,2006,630,NA,NA,NA,NA,NA
Arkansas,2007,270,NA,NA,NA,NA,NA
Arkansas,2007,880,NA,NA,NA,NA,NA
Arkansas,2008,360,NA,NA,NA,NA,NA
Arkansas,2008,810,NA,NA,NA,NA,NA
Arkansas,2009,490,NA,NA,NA,NA,NA
Arkansas,2009,820,NA,NA,NA,NA,NA
Arkansas,2010,540,NA,NA,NA,NA,NA
Arkansas,2010,840,NA,NA,NA,NA,NA
Arkansas,2011,NA,NA,100005,NA,NA,NA
Arkansas,2011,670,NA,NA,NA,NA,NA
Arkansas,2011,810,NA,NA,NA,NA,NA
Arkansas,2012,NA,4091,108347,NA,NA,NA
Arkansas,2012,670,NA,NA,NA,NA,NA
Arkansas,2012,710,NA,NA,NA,NA,NA
Arkansas,2013,NA,305,115699,NA,NA,NA
Arkansas,2013,710,NA,NA,NA,NA,NA
Arkansas,2013,710,NA,NA,NA,NA,NA
Arkansas,2014,NA,317,123130,NA,NA,NA
Arkansas,2014,490,NA,NA,NA,NA,NA
Arkansas,2014,820,NA,NA,NA,NA,NA
Arkansas,2015,NA,2851,136115,NA,NA,NA
Arkansas,2015,490,NA,NA,NA,NA,NA
Arkansas,2015,820,NA,NA,NA,NA,NA
Arkansas,2016,NA,257,145248,NA,NA,NA
Arkansas,2016,270,NA,NA,NA,NA,NA
Arkansas,2016,880,NA,NA,NA,NA,NA
Arkansas,2017,NA,456,179738,NA,NA,NA
Arkansas,2018,NA,NA,185776,NA,NA,NA
California,1984,NA,NA,NA,CA,"San Ysidro, California",41
California,1988,NA,NA,NA,CA,"Sunnyvale, California",11
California,1989,NA,NA,NA,CA,"Stockton, California",35
California,1992,NA,NA,NA,CA,"Olivehurst, California",14
California,1993,NA,NA,NA,CA,"San Francisco, California",15
California,1997,NA,NA,NA,CA,"Orange, California",7
California,2000,6890,NA,NA,NA,NA,NA
California,2000,4390,NA,NA,NA,NA,NA
California,2001,9610,NA,NA,NA,NA,NA
California,2001,5660,NA,NA,NA,NA,NA
California,2002,10340,NA,NA,NA,NA,NA
California,2002,7300,NA,NA,NA,NA,NA
California,2003,12420,NA,NA,NA,NA,NA
California,2003,9520,NA,NA,NA,NA,NA
California,2004,12320,NA,NA,NA,NA,NA
California,2004,10990,NA,NA,NA,NA,NA
California,2005,11950,NA,NA,NA,NA,NA
California,2005,11770,NA,NA,NA,NA,NA
California,2006,10310,NA,NA,CA,"Goleta, California",8
California,2006,12130,NA,NA,CA,"Goleta, California",8
California,2007,9360,NA,NA,NA,NA,NA
California,2007,14010,NA,NA,NA,NA,NA
California,2008,9810,NA,NA,NA,NA,NA
California,2008,12730,NA,NA,NA,NA,NA
California,2009,9420,NA,NA,NA,NA,NA
California,2009,13140,NA,NA,NA,NA,NA
California,2010,8450,NA,NA,NA,NA,NA
California,2010,10650,NA,NA,NA,NA,NA
California,2011,NA,NA,242766,CA,"Seal Beach, California",9
California,2011,10280,NA,NA,CA,"Seal Beach, California",9
California,2011,8610,NA,NA,CA,"Seal Beach, California",9
California,2012,9950,NA,NA,CA,"Oakland, California",10
California,2012,NA,10649,268479,CA,"Oakland, California",10
California,2012,10200,NA,NA,CA,"Oakland, California",10
California,2013,NA,286,283913,CA,"Santa Monica, California",9
California,2013,11210,NA,NA,CA,"Santa Monica, California",9
California,2013,9910,NA,NA,CA,"Santa Monica, California",9
California,2014,NA,405,292877,CA,"Alturas, California",6
California,2014,NA,405,292877,CA,"Santa Barbara, California",19
California,2014,13140,NA,NA,CA,"Alturas, California",6
California,2014,13140,NA,NA,CA,"Santa Barbara, California",19
California,2014,9420,NA,NA,CA,"Alturas, California",6
California,2014,9420,NA,NA,CA,"Santa Barbara, California",19
California,2015,NA,470,312264,CA,"San Bernardino, California",35
California,2015,9420,NA,NA,CA,"San Bernardino, California",35
California,2015,13140,NA,NA,CA,"San Bernardino, California",35
California,2016,NA,1163,324417,NA,NA,NA
California,2016,9360,NA,NA,NA,NA,NA
California,2016,14010,NA,NA,NA,NA,NA
California,2017,NA,389,344622,CA,"San Francisco, CA",5
California,2017,NA,389,344622,CA,"Fresno, California",3
California,2017,NA,389,344622,CA,"Rancho Tehama, CA",15
California,2018,NA,NA,358223,CA,"Yountville, CA",3
Colorado,1993,NA,NA,NA,CO,"Aurora, Colorado",5
Colorado,1999,NA,NA,NA,CO,"Littleton, Colorado",37
Colorado,2000,2550,NA,NA,NA,NA,NA
Colorado,2000,760,NA,NA,NA,NA,NA
Colorado,2001,2570,NA,NA,NA,NA,NA
Colorado,2001,890,NA,NA,NA,NA,NA
Colorado,2002,2070,NA,NA,NA,NA,NA
Colorado,2002,960,NA,NA,NA,NA,NA
Colorado,2003,2120,NA,NA,NA,NA,NA
Colorado,2003,910,NA,NA,NA,NA,NA
Colorado,2004,2290,NA,NA,NA,NA,NA
Colorado,2004,1290,NA,NA,NA,NA,NA
Colorado,2005,2440,NA,NA,NA,NA,NA
Colorado,2005,**,NA,NA,NA,NA,NA
Colorado,2006,2790,NA,NA,NA,NA,NA
Colorado,2006,1660,NA,NA,NA,NA,NA
Colorado,2007,2570,NA,NA,NA,NA,NA
Colorado,2007,2080,NA,NA,NA,NA,NA
Colorado,2008,2930,NA,NA,NA,NA,NA
Colorado,2008,2240,NA,NA,NA,NA,NA
Colorado,2009,2960,NA,NA,NA,NA,NA
Colorado,2009,2750,NA,NA,NA,NA,NA
Colorado,2010,3190,NA,NA,NA,NA,NA
Colorado,2010,2270,NA,NA,NA,NA,NA
Colorado,2011,NA,NA,48783,NA,NA,NA
Colorado,2011,3230,NA,NA,NA,NA,NA
Colorado,2011,2100,NA,NA,NA,NA,NA
Colorado,2012,NA,2609,54475,CO,"Aurora, Colorado",82
Colorado,2012,1750,NA,NA,CO,"Aurora, Colorado",82
Colorado,2012,3320,NA,NA,CO,"Aurora, Colorado",82
Colorado,2013,NA,141,60171,NA,NA,NA
Colorado,2013,3480,NA,NA,NA,NA,NA
Colorado,2013,1860,NA,NA,NA,NA,NA
Colorado,2014,NA,548,63178,NA,NA,NA
Colorado,2014,2960,NA,NA,NA,NA,NA
Colorado,2014,2750,NA,NA,NA,NA,NA
Colorado,2015,NA,237,71452,CO,"Colorado Springs, Colorado",3
Colorado,2015,NA,237,71452,CO,"Colorado Springs, Colorado",12
Colorado,2015,2960,NA,NA,CO,"Colorado Springs, Colorado",3
Colorado,2015,2960,NA,NA,CO,"Colorado Springs, Colorado",12
Colorado,2015,2750,NA,NA,CO,"Colorado Springs, Colorado",3
Colorado,2015,2750,NA,NA,CO,"Colorado Springs, Colorado",12
Colorado,2016,NA,319,77878,NA,NA,NA
Colorado,2016,2570,NA,NA,NA,NA,NA
Colorado,2016,2080,NA,NA,NA,NA,NA
Colorado,2017,NA,1015,92435,CO,"Thornton, CO",3
Colorado,2018,NA,NA,100162,NA,NA,NA
Connecticut,1998,NA,NA,NA,CT,"Newington, Connecticut",6
Connecticut,2000,1640,NA,NA,NA,NA,NA
Connecticut,2000,1110,NA,NA,NA,NA,NA
Connecticut,2001,1350,NA,NA,NA,NA,NA
Connecticut,2001,1690,NA,NA,NA,NA,NA
Connecticut,2002,2070,NA,NA,NA,NA,NA
Connecticut,2002,1570,NA,NA,NA,NA,NA
Connecticut,2003,2030,NA,NA,NA,NA,NA
Connecticut,2003,1980,NA,NA,NA,NA,NA
Connecticut,2004,1740,NA,NA,NA,NA,NA
Connecticut,2004,2770,NA,NA,NA,NA,NA
Connecticut,2005,1710,NA,NA,NA,NA,NA
Connecticut,2005,3340,NA,NA,NA,NA,NA
Connecticut,2006,1900,NA,NA,NA,NA,NA
Connecticut,2006,3280,NA,NA,NA,NA,NA
Connecticut,2007,2020,NA,NA,NA,NA,NA
Connecticut,2007,3090,NA,NA,NA,NA,NA
Connecticut,2008,1790,NA,NA,NA,NA,NA
Connecticut,2008,2960,NA,NA,NA,NA,NA
Connecticut,2009,1700,NA,NA,NA,NA,NA
Connecticut,2009,2850,NA,NA,NA,NA,NA
Connecticut,2010,2770,NA,NA,CT,"Manchester, Connecticut",11
Connecticut,2010,1840,NA,NA,CT,"Manchester, Connecticut",11
Connecticut,2011,NA,NA,39386,NA,NA,NA
Connecticut,2011,2050,NA,NA,NA,NA,NA
Connecticut,2011,2570,NA,NA,NA,NA,NA
Connecticut,2012,1620,NA,NA,CN,"Newtown, Connecticut",29
Connecticut,2012,NA,974,39750,CN,"Newtown, Connecticut",29
Connecticut,2012,2360,NA,NA,CN,"Newtown, Connecticut",29
Connecticut,2013,NA,150,39950,NA,NA,NA
Connecticut,2013,1480,NA,NA,NA,NA,NA
Connecticut,2013,2110,NA,NA,NA,NA,NA
Connecticut,2014,NA,715,40740,NA,NA,NA
Connecticut,2014,1700,NA,NA,NA,NA,NA
Connecticut,2014,2850,NA,NA,NA,NA,NA
Connecticut,2015,NA,319,49877,NA,NA,NA
Connecticut,2015,1700,NA,NA,NA,NA,NA
Connecticut,2015,2850,NA,NA,NA,NA,NA
Connecticut,2016,NA,35,63576,NA,NA,NA
Connecticut,2016,2020,NA,NA,NA,NA,NA
Connecticut,2016,3090,NA,NA,NA,NA,NA
Connecticut,2017,NA,1464,82400,NA,NA,NA
Connecticut,2018,NA,NA,68297,NA,NA,NA
Delaware,2000,280,NA,NA,NA,NA,NA
Delaware,2000,240,NA,NA,NA,NA,NA
Delaware,2001,260,NA,NA,NA,NA,NA
Delaware,2001,560,NA,NA,NA,NA,NA
Delaware,2002,340,NA,NA,NA,NA,NA
Delaware,2002,620,NA,NA,NA,NA,NA
Delaware,2003,400,NA,NA,NA,NA,NA
Delaware,2003,940,NA,NA,NA,NA,NA
Delaware,2004,310,NA,NA,NA,NA,NA
Delaware,2004,670,NA,NA,NA,NA,NA
Delaware,2005,190,NA,NA,NA,NA,NA
Delaware,2005,**,NA,NA,NA,NA,NA
Delaware,2006,190,NA,NA,NA,NA,NA
Delaware,2006,450,NA,NA,NA,NA,NA
Delaware,2007,190,NA,NA,NA,NA,NA
Delaware,2007,560,NA,NA,NA,NA,NA
Delaware,2008,150,NA,NA,NA,NA,NA
Delaware,2008,710,NA,NA,NA,NA,NA
Delaware,2009,120,NA,NA,NA,NA,NA
Delaware,2009,620,NA,NA,NA,NA,NA
Delaware,2010,180,NA,NA,NA,NA,NA
Delaware,2010,470,NA,NA,NA,NA,NA
Delaware,2011,NA,NA,3304,NA,NA,NA
Delaware,2011,**,NA,NA,NA,NA,NA
Delaware,2011,420,NA,NA,NA,NA,NA
Delaware,2012,NA,344,3687,NA,NA,NA
Delaware,2012,470,NA,NA,NA,NA,NA
Delaware,2012,400,NA,NA,NA,NA,NA
Delaware,2013,NA,65,3832,NA,NA,NA
Delaware,2013,500,NA,NA,NA,NA,NA
Delaware,2013,340,NA,NA,NA,NA,NA
Delaware,2014,NA,15,3907,NA,NA,NA
Delaware,2014,120,NA,NA,NA,NA,NA
Delaware,2014,620,NA,NA,NA,NA,NA
Delaware,2015,NA,25,4087,NA,NA,NA
Delaware,2015,120,NA,NA,NA,NA,NA
Delaware,2015,620,NA,NA,NA,NA,NA
Delaware,2016,NA,52,4408,NA,NA,NA
Delaware,2016,190,NA,NA,NA,NA,NA
Delaware,2016,560,NA,NA,NA,NA,NA
Delaware,2017,NA,40,4852,NA,NA,NA
Delaware,2018,NA,NA,4984,NA,NA,NA
District Of Columbia,2013,NA,NA,NA,DC,"Washington, D.C.",20
Florida,1982,NA,NA,NA,FL,"Miami, Florida",11
Florida,1987,NA,NA,NA,FL,"Palm Bay, Florida",20
Florida,1990,NA,NA,NA,FL,"Jacksonville, Florida",14
Florida,1996,NA,NA,NA,FL,"Fort Lauderdale, Florida",7
Florida,1999,NA,NA,NA,FL,"Tampa, Florida",8
Florida,2000,3000,NA,NA,NA,NA,NA
Florida,2000,3690,NA,NA,NA,NA,NA
Florida,2001,4030,NA,NA,NA,NA,NA
Florida,2001,3890,NA,NA,NA,NA,NA
Florida,2002,4230,NA,NA,NA,NA,NA
Florida,2002,4260,NA,NA,NA,NA,NA
Florida,2003,5060,NA,NA,NA,NA,NA
Florida,2003,5580,NA,NA,NA,NA,NA
Florida,2004,4780,NA,NA,NA,NA,NA
Florida,2004,5030,NA,NA,NA,NA,NA
Florida,2005,4390,NA,NA,NA,NA,NA
Florida,2005,5560,NA,NA,NA,NA,NA
Florida,2006,4390,NA,NA,NA,NA,NA
Florida,2006,6160,NA,NA,NA,NA,NA
Florida,2007,3720,NA,NA,NA,NA,NA
Florida,2007,5630,NA,NA,NA,NA,NA
Florida,2008,3890,NA,NA,NA,NA,NA
Florida,2008,6270,NA,NA,NA,NA,NA
Florida,2009,4410,NA,NA,NA,NA,NA
Florida,2009,6080,NA,NA,NA,NA,NA
Florida,2010,4790,NA,NA,NA,NA,NA
Florida,2010,5040,NA,NA,NA,NA,NA
Florida,2011,NA,NA,156971,NA,NA,NA
Florida,2011,5220,NA,NA,NA,NA,NA
Florida,2011,4020,NA,NA,NA,NA,NA
Florida,2012,NA,12571,175528,NA,NA,NA
Florida,2012,5150,NA,NA,NA,NA,NA
Florida,2012,3330,NA,NA,NA,NA,NA
Florida,2013,3930,NA,NA,FL,"Hialeah, Florida",7
Florida,2013,4710,NA,NA,FL,"Hialeah, Florida",7
Florida,2013,NA,566,187763,FL,"Hialeah, Florida",7
Florida,2014,NA,173,199828,NA,NA,NA
Florida,2014,4410,NA,NA,NA,NA,NA
Florida,2014,6080,NA,NA,NA,NA,NA
Florida,2015,NA,700,254391,NA,NA,NA
Florida,2015,4410,NA,NA,NA,NA,NA
Florida,2015,6080,NA,NA,NA,NA,NA
Florida,2016,5630,NA,NA,FL,"Orlando, Florida",102
Florida,2016,3720,NA,NA,FL,"Orlando, Florida",102
Florida,2016,NA,1260,277227,FL,"Orlando, Florida",102
Florida,2017,NA,896,343288,FL,"Orlando, Florida",5
Florida,2017,NA,896,343288,FL,"Fort Lauderdale, Florida",11
Florida,2018,NA,NA,377207,FL,"Parkland, Florida",31
Georgia,1999,NA,NA,NA,GA,"Atlanta, Georgia",22
Georgia,2000,530,NA,NA,NA,NA,NA
Georgia,2000,530,NA,NA,NA,NA,NA
Georgia,2001,860,NA,NA,NA,NA,NA
Georgia,2001,600,NA,NA,NA,NA,NA
Georgia,2002,820,NA,NA,NA,NA,NA
Georgia,2002,790,NA,NA,NA,NA,NA
Georgia,2003,590,NA,NA,NA,NA,NA
Georgia,2003,1100,NA,NA,NA,NA,NA
Georgia,2004,820,NA,NA,NA,NA,NA
Georgia,2004,1060,NA,NA,NA,NA,NA
Georgia,2005,810,NA,NA,NA,NA,NA
Georgia,2005,1130,NA,NA,NA,NA,NA
Georgia,2006,**,NA,NA,NA,NA,NA
Georgia,2006,1200,NA,NA,NA,NA,NA
Georgia,2007,1360,NA,NA,NA,NA,NA
Georgia,2007,1120,NA,NA,NA,NA,NA
Georgia,2008,1540,NA,NA,NA,NA,NA
Georgia,2008,1220,NA,NA,NA,NA,NA
Georgia,2009,1520,NA,NA,NA,NA,NA
Georgia,2009,1030,NA,NA,NA,NA,NA
Georgia,2010,1670,NA,NA,NA,NA,NA
Georgia,2010,1010,NA,NA,NA,NA,NA
Georgia,2011,NA,NA,106001,NA,NA,NA
Georgia,2011,1340,NA,NA,NA,NA,NA
Georgia,2011,910,NA,NA,NA,NA,NA
Georgia,2012,1460,NA,NA,GA,"Norcross, Georgia",5
Georgia,2012,NA,12906,114110,GA,"Norcross, Georgia",5
Georgia,2012,1210,NA,NA,GA,"Norcross, Georgia",5
Georgia,2013,NA,899,135024,NA,NA,NA
Georgia,2013,1560,NA,NA,NA,NA,NA
Georgia,2013,1290,NA,NA,NA,NA,NA
Georgia,2014,NA,914,145412,NA,NA,NA
Georgia,2014,1520,NA,NA,NA,NA,NA
Georgia,2014,1030,NA,NA,NA,NA,NA
Georgia,2015,NA,683,168162,NA,NA,NA
Georgia,2015,1520,NA,NA,NA,NA,NA
