STATE,YEAR,EMP,GL,GR,ST,LOCATION,TV
South Carolina,2014,NA,417,55286,NA,NA,NA
South Carolina,2015,530,NA,NA,SC,"Charleston, South Carolina",10
South Carolina,2015,NA,570,68312,SC,"Charleston, South Carolina",10
South Carolina,2015,920,NA,NA,SC,"Charleston, South Carolina",10
South Carolina,2016,320,NA,NA,NA,NA,NA
South Carolina,2016,770,NA,NA,NA,NA,NA
South Carolina,2016,NA,775,73213,NA,NA,NA
South Carolina,2017,NA,559,105601,NA,NA,NA
South Carolina,2018,NA,NA,101116,NA,NA,NA
South Dakota,2000,270,NA,NA,NA,NA,NA
South Dakota,2000,80,NA,NA,NA,NA,NA
South Dakota,2001,100,NA,NA,NA,NA,NA
South Dakota,2001,230,NA,NA,NA,NA,NA
South Dakota,2002,140,NA,NA,NA,NA,NA
South Dakota,2002,320,NA,NA,NA,NA,NA
South Dakota,2003,130,NA,NA,NA,NA,NA
South Dakota,2003,270,NA,NA,NA,NA,NA
South Dakota,2004,130,NA,NA,NA,NA,NA
South Dakota,2004,290,NA,NA,NA,NA,NA
South Dakota,2005,110,NA,NA,NA,NA,NA
South Dakota,2005,280,NA,NA,NA,NA,NA
South Dakota,2006,130,NA,NA,NA,NA,NA
South Dakota,2006,220,NA,NA,NA,NA,NA
South Dakota,2007,220,NA,NA,NA,NA,NA
South Dakota,2007,210,NA,NA,NA,NA,NA
South Dakota,2008,280,NA,NA,NA,NA,NA
South Dakota,2008,250,NA,NA,NA,NA,NA
South Dakota,2009,230,NA,NA,NA,NA,NA
South Dakota,2009,280,NA,NA,NA,NA,NA
South Dakota,2010,240,NA,NA,NA,NA,NA
South Dakota,2010,300,NA,NA,NA,NA,NA
South Dakota,2011,230,NA,NA,NA,NA,NA
South Dakota,2011,260,NA,NA,NA,NA,NA
South Dakota,2011,NA,NA,6636,NA,NA,NA
South Dakota,2012,NA,314,7652,NA,NA,NA
South Dakota,2012,240,NA,NA,NA,NA,NA
South Dakota,2012,250,NA,NA,NA,NA,NA
South Dakota,2013,NA,88,9256,NA,NA,NA
South Dakota,2013,250,NA,NA,NA,NA,NA
South Dakota,2013,250,NA,NA,NA,NA,NA
South Dakota,2014,230,NA,NA,NA,NA,NA
South Dakota,2014,280,NA,NA,NA,NA,NA
South Dakota,2014,NA,36,9677,NA,NA,NA
South Dakota,2015,280,NA,NA,NA,NA,NA
South Dakota,2015,NA,32,11989,NA,NA,NA
South Dakota,2015,230,NA,NA,NA,NA,NA
South Dakota,2016,NA,67,13892,NA,NA,NA
South Dakota,2016,220,NA,NA,NA,NA,NA
South Dakota,2016,210,NA,NA,NA,NA,NA
South Dakota,2017,NA,147,21130,NA,NA,NA
South Dakota,2018,NA,NA,22847,NA,NA,NA
Tennessee,2000,930,NA,NA,NA,NA,NA
Tennessee,2000,3040,NA,NA,NA,NA,NA
Tennessee,2001,1180,NA,NA,NA,NA,NA
Tennessee,2001,2880,NA,NA,NA,NA,NA
Tennessee,2002,1270,NA,NA,NA,NA,NA
Tennessee,2002,2230,NA,NA,NA,NA,NA
Tennessee,2003,2300,NA,NA,NA,NA,NA
Tennessee,2004,2590,NA,NA,NA,NA,NA
Tennessee,2004,1910,NA,NA,NA,NA,NA
Tennessee,2005,1870,NA,NA,NA,NA,NA
Tennessee,2005,2420,NA,NA,NA,NA,NA
Tennessee,2006,**,NA,NA,NA,NA,NA
Tennessee,2006,2600,NA,NA,NA,NA,NA
Tennessee,2007,2030,NA,NA,NA,NA,NA
Tennessee,2007,2250,NA,NA,NA,NA,NA
Tennessee,2008,2330,NA,NA,NA,NA,NA
Tennessee,2008,2430,NA,NA,NA,NA,NA
Tennessee,2009,2010,NA,NA,NA,NA,NA
Tennessee,2009,2260,NA,NA,NA,NA,NA
Tennessee,2010,2480,NA,NA,NA,NA,NA
Tennessee,2010,2180,NA,NA,NA,NA,NA
Tennessee,2011,2330,NA,NA,NA,NA,NA
Tennessee,2011,2110,NA,NA,NA,NA,NA
Tennessee,2011,NA,NA,59437,NA,NA,NA
Tennessee,2012,1590,NA,NA,NA,NA,NA
Tennessee,2012,NA,6101,65524,NA,NA,NA
Tennessee,2012,2430,NA,NA,NA,NA,NA
Tennessee,2013,2240,NA,NA,NA,NA,NA
Tennessee,2013,1360,NA,NA,NA,NA,NA
Tennessee,2013,NA,338,71107,NA,NA,NA
Tennessee,2014,2260,NA,NA,NA,NA,NA
Tennessee,2014,NA,295,73320,NA,NA,NA
Tennessee,2014,2010,NA,NA,NA,NA,NA
Tennessee,2015,NA,397,80701,TN,"Chattanooga, Tennessee",7
Tennessee,2015,2010,NA,NA,TN,"Chattanooga, Tennessee",7
Tennessee,2015,2260,NA,NA,TN,"Chattanooga, Tennessee",7
Tennessee,2016,2030,NA,NA,NA,NA,NA
Tennessee,2016,2250,NA,NA,NA,NA,NA
Tennessee,2016,NA,616,87104,NA,NA,NA
Tennessee,2017,NA,559,99159,NA,NA,NA
Tennessee,2018,NA,NA,107634,TN,"Nashville, TN",8
Texas,1984,NA,NA,NA,TX,"Dallas, Texas",7
Texas,1991,NA,NA,NA,TX,"Killeen, Texas",44
Texas,1995,NA,NA,NA,TX,"Corpus Christi, Texas",6
Texas,1999,NA,NA,NA,TX,"Fort Worth, Texas",15
Texas,2000,1870,NA,NA,NA,NA,NA
Texas,2000,3580,NA,NA,NA,NA,NA
Texas,2001,1710,NA,NA,NA,NA,NA
Texas,2001,4080,NA,NA,NA,NA,NA
Texas,2002,2370,NA,NA,NA,NA,NA
Texas,2002,3970,NA,NA,NA,NA,NA
Texas,2003,2350,NA,NA,NA,NA,NA
Texas,2003,3970,NA,NA,NA,NA,NA
Texas,2004,2300,NA,NA,NA,NA,NA
Texas,2004,4150,NA,NA,NA,NA,NA
Texas,2005,1930,NA,NA,NA,NA,NA
Texas,2005,3950,NA,NA,NA,NA,NA
Texas,2006,2320,NA,NA,NA,NA,NA
Texas,2006,3390,NA,NA,NA,NA,NA
Texas,2007,2800,NA,NA,NA,NA,NA
Texas,2007,3550,NA,NA,NA,NA,NA
Texas,2008,3830,NA,NA,NA,NA,NA
Texas,2008,9930,NA,NA,NA,NA,NA
Texas,2009,3680,NA,NA,TX,"Fort Hood, Texas",43
Texas,2009,4310,NA,NA,TX,"Fort Hood, Texas",43
Texas,2010,4040,NA,NA,NA,NA,NA
Texas,2010,3320,NA,NA,NA,NA,NA
Texas,2011,3920,NA,NA,NA,NA,NA
Texas,2011,3290,NA,NA,NA,NA,NA
Texas,2011,NA,NA,224200,NA,NA,NA
Texas,2012,3990,NA,NA,NA,NA,NA
Texas,2012,3300,NA,NA,NA,NA,NA
Texas,2012,NA,18874,258204,NA,NA,NA
Texas,2013,NA,694,303854,NA,NA,NA
Texas,2013,4220,NA,NA,NA,NA,NA
Texas,2013,**,NA,NA,NA,NA,NA
Texas,2014,3680,NA,NA,TX,"Fort Hood, Texas",15
Texas,2014,4310,NA,NA,TX,"Fort Hood, Texas",15
Texas,2014,NA,2510,337309,TX,"Fort Hood, Texas",15
Texas,2015,NA,1024,403185,NA,NA,NA
Texas,2015,3680,NA,NA,NA,NA,NA
Texas,2015,4310,NA,NA,NA,NA,NA
Texas,2016,3550,NA,NA,TX,"Dallas, Texas",16
Texas,2016,NA,1247,468581,TX,"Dallas, Texas",16
Texas,2016,2800,NA,NA,TX,"Dallas, Texas",16
Texas,2017,NA,1751,588696,TX,"Sutherland Springs, TX",46
Texas,2018,NA,NA,637612,TX,"Santa Fe, TX",23
Utah,2000,620,NA,NA,NA,NA,NA
Utah,2000,430,NA,NA,NA,NA,NA
Utah,2001,830,NA,NA,NA,NA,NA
Utah,2001,510,NA,NA,NA,NA,NA
Utah,2002,1000,NA,NA,NA,NA,NA
Utah,2002,850,NA,NA,NA,NA,NA
Utah,2003,910,NA,NA,NA,NA,NA
Utah,2003,1070,NA,NA,NA,NA,NA
Utah,2004,620,NA,NA,NA,NA,NA
Utah,2004,1470,NA,NA,NA,NA,NA
Utah,2005,**,NA,NA,NA,NA,NA
Utah,2005,1620,NA,NA,NA,NA,NA
Utah,2006,1450,NA,NA,NA,NA,NA
Utah,2006,420,NA,NA,NA,NA,NA
Utah,2007,460,NA,NA,UT,"Salt Lake City, Utah",10
Utah,2007,1460,NA,NA,UT,"Salt Lake City, Utah",10
Utah,2008,1030,NA,NA,NA,NA,NA
Utah,2008,660,NA,NA,NA,NA,NA
Utah,2009,1030,NA,NA,NA,NA,NA
Utah,2009,630,NA,NA,NA,NA,NA
Utah,2010,630,NA,NA,NA,NA,NA
Utah,2010,870,NA,NA,NA,NA,NA
Utah,2011,NA,NA,25986,NA,NA,NA
Utah,2011,750,NA,NA,NA,NA,NA
Utah,2011,720,NA,NA,NA,NA,NA
Utah,2012,NA,1185,29383,NA,NA,NA
Utah,2012,830,NA,NA,NA,NA,NA
Utah,2012,1010,NA,NA,NA,NA,NA
Utah,2013,NA,227,34536,NA,NA,NA
Utah,2013,930,NA,NA,NA,NA,NA
Utah,2013,1380,NA,NA,NA,NA,NA
Utah,2014,1030,NA,NA,NA,NA,NA
Utah,2014,630,NA,NA,NA,NA,NA
Utah,2014,NA,102,37490,NA,NA,NA
Utah,2015,630,NA,NA,NA,NA,NA
Utah,2015,1030,NA,NA,NA,NA,NA
Utah,2015,NA,36,77193,NA,NA,NA
Utah,2016,1460,NA,NA,NA,NA,NA
Utah,2016,460,NA,NA,NA,NA,NA
Utah,2016,NA,46,54367,NA,NA,NA
Utah,2017,NA,348,72856,NA,NA,NA
Utah,2018,NA,NA,83962,NA,NA,NA
Vermont,1999,NA,NA,NA,NA,NA,NA
Vermont,2000,NA,NA,NA,NA,NA,NA
Vermont,2000,320,NA,NA,NA,NA,NA
Vermont,2000,290,NA,NA,NA,NA,NA
Vermont,2001,NA,NA,NA,NA,NA,NA
Vermont,2001,590,NA,NA,NA,NA,NA
Vermont,2001,360,NA,NA,NA,NA,NA
Vermont,2002,270,NA,NA,NA,NA,NA
Vermont,2002,570,NA,NA,NA,NA,NA
Vermont,2003,350,NA,NA,NA,NA,NA
Vermont,2003,580,NA,NA,NA,NA,NA
Vermont,2004,290,NA,NA,NA,NA,NA
Vermont,2004,450,NA,NA,NA,NA,NA
Vermont,2005,370,NA,NA,NA,NA,NA
Vermont,2005,530,NA,NA,NA,NA,NA
Vermont,2006,320,NA,NA,NA,NA,NA
Vermont,2006,460,NA,NA,NA,NA,NA
Vermont,2007,410,NA,NA,NA,NA,NA
Vermont,2007,320,NA,NA,NA,NA,NA
Vermont,2008,180,NA,NA,NA,NA,NA
Vermont,2008,**,NA,NA,NA,NA,NA
Vermont,2009,210,NA,NA,NA,NA,NA
Vermont,2010,280,NA,NA,NA,NA,NA
Vermont,2010,850,NA,NA,NA,NA,NA
Vermont,2011,600,NA,NA,NA,NA,NA
Vermont,2011,920,NA,NA,NA,NA,NA
Vermont,2011,NA,NA,202170,NA,NA,NA
Vermont,2012,830,NA,NA,NA,NA,NA
Vermont,2012,640,NA,NA,NA,NA,NA
Vermont,2012,NA,298,223303,NA,NA,NA
Vermont,2013,840,NA,NA,NA,NA,NA
Vermont,2013,NA,20,233718,NA,NA,NA
Vermont,2013,610,NA,NA,NA,NA,NA
Vermont,2014,210,NA,NA,NA,NA,NA
Vermont,2014,NA,93,248939,NA,NA,NA
Vermont,2015,210,NA,NA,NA,NA,NA
Vermont,2015,NA,23,268234,NA,NA,NA
Vermont,2016,320,NA,NA,NA,NA,NA
Vermont,2016,410,NA,NA,NA,NA,NA
Vermont,2016,NA,12,281356,NA,NA,NA
Vermont,2017,NA,58,307822,NA,NA,NA
Vermont,2018,NA,NA,328010,NA,NA,NA
Virgin Islands,2000,30,NA,NA,NA,NA,NA
Virgin Islands,2001,50,NA,NA,NA,NA,NA
Virgin Islands,2002,50,NA,NA,NA,NA,NA
Virgin Islands,2003,60,NA,NA,NA,NA,NA
Virgin Islands,2004,50,NA,NA,NA,NA,NA
Virgin Islands,2005,60,NA,NA,NA,NA,NA
Virgin Islands,2005,40,NA,NA,NA,NA,NA
Virgin Islands,2006,40,NA,NA,NA,NA,NA
Virgin Islands,2011,50,NA,NA,NA,NA,NA
Virgin Islands,2012,40,NA,NA,NA,NA,NA
Virginia,2000,2300,NA,NA,NA,NA,NA
Virginia,2000,2730,NA,NA,NA,NA,NA
Virginia,2001,2620,NA,NA,NA,NA,NA
Virginia,2001,2730,NA,NA,NA,NA,NA
Virginia,2002,3160,NA,NA,NA,NA,NA
Virginia,2002,2800,NA,NA,NA,NA,NA
Virginia,2003,3070,NA,NA,NA,NA,NA
Virginia,2003,2220,NA,NA,NA,NA,NA
Virginia,2004,2810,NA,NA,NA,NA,NA
Virginia,2004,2960,NA,NA,NA,NA,NA
Virginia,2005,2510,NA,NA,NA,NA,NA
Virginia,2005,2950,NA,NA,NA,NA,NA
Virginia,2006,3050,NA,NA,NA,NA,NA
Virginia,2006,3450,NA,NA,NA,NA,NA
Virginia,2007,3510,NA,NA,VA,"Blacksburg, Virginia",55
Virginia,2007,3550,NA,NA,VA,"Blacksburg, Virginia",55
Virginia,2008,3940,NA,NA,NA,NA,NA
Virginia,2008,3700,NA,NA,NA,NA,NA
Virginia,2009,3150,NA,NA,NA,NA,NA
Virginia,2009,4910,NA,NA,NA,NA,NA
Virginia,2010,3080,NA,NA,NA,NA,NA
Virginia,2010,5640,NA,NA,NA,NA,NA
Virginia,2011,7390,NA,NA,NA,NA,NA
Virginia,2011,2950,NA,NA,NA,NA,NA
Virginia,2011,NA,NA,3664,NA,NA,NA
Virginia,2012,NA,4062,3803,NA,NA,NA
Virginia,2012,6920,NA,NA,NA,NA,NA
Virginia,2012,3110,NA,NA,NA,NA,NA
Virginia,2013,3430,NA,NA,NA,NA,NA
Virginia,2013,7890,NA,NA,NA,NA,NA
Virginia,2013,NA,1013,3904,NA,NA,NA
Virginia,2014,3150,NA,NA,NA,NA,NA
Virginia,2014,4910,NA,NA,NA,NA,NA
Virginia,2014,NA,182,4032,NA,NA,NA
Virginia,2015,NA,294,4199,NA,NA,NA
Virginia,2015,3150,NA,NA,NA,NA,NA
Virginia,2015,4910,NA,NA,NA,NA,NA
Virginia,2016,3510,NA,NA,NA,NA,NA
Virginia,2016,3550,NA,NA,NA,NA,NA
Virginia,2016,NA,424,4723,NA,NA,NA
Virginia,2017,NA,1015,5872,NA,NA,NA
Virginia,2018,NA,NA,6623,NA,NA,NA
Washington,1994,NA,NA,NA,WA,"Fairchild Air Force Base, Washington",28
Washington,2000,2270,NA,NA,NA,NA,NA
Washington,2000,3350,NA,NA,NA,NA,NA
Washington,2001,2290,NA,NA,NA,NA,NA
Washington,2001,5330,NA,NA,NA,NA,NA
Washington,2002,2800,NA,NA,NA,NA,NA
Washington,2002,4970,NA,NA,NA,NA,NA
Washington,2003,2870,NA,NA,NA,NA,NA
Washington,2003,4790,NA,NA,NA,NA,NA
Washington,2004,3130,NA,NA,NA,NA,NA
Washington,2005,2790,NA,NA,NA,NA,NA
Washington,2006,2090,NA,NA,WA,"Seattle, Washington",9
Washington,2006,2880,NA,NA,WA,"Seattle, Washington",9
Washington,2007,2850,NA,NA,NA,NA,NA
Washington,2007,2360,NA,NA,NA,NA,NA
Washington,2008,2330,NA,NA,NA,NA,NA
Washington,2008,5300,NA,NA,NA,NA,NA
Washington,2009,4140,NA,NA,WA,"Parkland, Washington",5
Washington,2009,2390,NA,NA,WA,"Parkland, Washington",5
Washington,2010,1660,NA,NA,NA,NA,NA
Washington,2010,3640,NA,NA,NA,NA,NA
Washington,2011,3590,NA,NA,NA,NA,NA
Washington,2011,NA,NA,44983,NA,NA,NA
Washington,2011,1530,NA,NA,NA,NA,NA
Washington,2012,1640,NA,NA,WA,"Seattle, Washington",7
Washington,2012,NA,5053,50550,WA,"Seattle, Washington",7
Washington,2012,3230,NA,NA,WA,"Seattle, Washington",7
Washington,2013,NA,284,56951,WA,"Federal Way, Washington",5
Washington,2013,2810,NA,NA,WA,"Federal Way, Washington",5
Washington,2013,2090,NA,NA,WA,"Federal Way, Washington",5
Washington,2014,NA,199,60009,WA,"Marysville, Washington",6
Washington,2014,2390,NA,NA,WA,"Marysville, Washington",6
Washington,2014,4140,NA,NA,WA,"Marysville, Washington",6
Washington,2015,NA,217,68427,NA,NA,NA
Washington,2015,2390,NA,NA,NA,NA,NA
Washington,2015,4140,NA,NA,NA,NA,NA
Washington,2016,2850,NA,NA,WA,"Burlington, WA",5
Washington,2016,2360,NA,NA,WA,"Burlington, WA",5
Washington,2016,NA,290,75957,WA,"Burlington, WA",5
Washington,2017,NA,611,91835,NA,NA,NA
Washington,2018,NA,NA,101534,NA,NA,NA
West Virginia,1999,NA,NA,NA,NA,NA,NA
West Virginia,2000,510,NA,NA,NA,NA,NA
West Virginia,2000,1020,NA,NA,NA,NA,NA
West Virginia,2000,NA,NA,NA,NA,NA,NA
West Virginia,2001,460,NA,NA,NA,NA,NA
West Virginia,2001,NA,NA,NA,NA,NA,NA
West Virginia,2001,1060,NA,NA,NA,NA,NA
West Virginia,2002,390,NA,NA,NA,NA,NA
West Virginia,2002,1110,NA,NA,NA,NA,NA
West Virginia,2002,NA,NA,NA,NA,NA,NA
West Virginia,2003,1050,NA,NA,NA,NA,NA
West Virginia,2003,460,NA,NA,NA,NA,NA
West Virginia,2004,500,NA,NA,NA,NA,NA
West Virginia,2004,1100,NA,NA,NA,NA,NA
West Virginia,2005,1110,NA,NA,NA,NA,NA
West Virginia,2005,540,NA,NA,NA,NA,NA
West Virginia,2006,710,NA,NA,NA,NA,NA
West Virginia,2006,1450,NA,NA,NA,NA,NA
West Virginia,2007,790,NA,NA,NA,NA,NA
West Virginia,2007,1400,NA,NA,NA,NA,NA
West Virginia,2008,780,NA,NA,NA,NA,NA
West Virginia,2008,1580,NA,NA,NA,NA,NA
West Virginia,2009,1150,NA,NA,NA,NA,NA
West Virginia,2009,660,NA,NA,NA,NA,NA
West Virginia,2010,580,NA,NA,NA,NA,NA
West Virginia,2010,1320,NA,NA,NA,NA,NA
West Virginia,2011,550,NA,NA,NA,NA,NA
West Virginia,2011,1100,NA,NA,NA,NA,NA
West Virginia,2011,NA,NA,35726,NA,NA,NA
West Virginia,2012,NA,1966,39389,NA,NA,NA
West Virginia,2012,550,NA,NA,NA,NA,NA
West Virginia,2012,870,NA,NA,NA,NA,NA
West Virginia,2013,450,NA,NA,NA,NA,NA
West Virginia,2013,NA,87,43059,NA,NA,NA
West Virginia,2013,590,NA,NA,NA,NA,NA
West Virginia,2014,660,NA,NA,NA,NA,NA
West Virginia,2014,1150,NA,NA,NA,NA,NA
West Virginia,2014,NA,84,44705,NA,NA,NA
West Virginia,2015,660,NA,NA,NA,NA,NA
West Virginia,2015,NA,131,49722,NA,NA,NA
West Virginia,2015,1150,NA,NA,NA,NA,NA
West Virginia,2016,NA,115,53697,NA,NA,NA
West Virginia,2016,1400,NA,NA,NA,NA,NA
West Virginia,2016,790,NA,NA,NA,NA,NA
West Virginia,2017,NA,478,64878,NA,NA,NA
West Virginia,2018,NA,NA,73250,NA,NA,NA
Wisconsin,2000,700,NA,NA,NA,NA,NA
Wisconsin,2000,1500,NA,NA,NA,NA,NA
Wisconsin,2001,1320,NA,NA,NA,NA,NA
Wisconsin,2001,730,NA,NA,NA,NA,NA
Wisconsin,2002,1030,NA,NA,NA,NA,NA
Wisconsin,2002,1760,NA,NA,NA,NA,NA
Wisconsin,2003,1050,NA,NA,NA,NA,NA
Wisconsin,2003,1660,NA,NA,NA,NA,NA
Wisconsin,2004,1740,NA,NA,NA,NA,NA
Wisconsin,2004,1140,NA,NA,NA,NA,NA
Wisconsin,2005,1340,NA,NA,WI,"Brookfield, Wisconsin",11
Wisconsin,2005,1920,NA,NA,WI,"Brookfield, Wisconsin",11
Wisconsin,2006,1090,NA,NA,NA,NA,NA
Wisconsin,2006,1830,NA,NA,NA,NA,NA
Wisconsin,2007,1390,NA,NA,WI,"Crandon, Wisconsin",7
Wisconsin,2007,2400,NA,NA,WI,"Crandon, Wisconsin",7
Wisconsin,2008,1410,NA,NA,NA,NA,NA
Wisconsin,2008,2640,NA,NA,NA,NA,NA
Wisconsin,2009,1780,NA,NA,NA,NA,NA
Wisconsin,2009,3170,NA,NA,NA,NA,NA
Wisconsin,2010,2510,NA,NA,NA,NA,NA
Wisconsin,2010,1870,NA,NA,NA,NA,NA
Wisconsin,2011,1810,NA,NA,NA,NA,NA
Wisconsin,2011,2270,NA,NA,NA,NA,NA
Wisconsin,2011,NA,NA,11517,NA,NA,NA
Wisconsin,2012,NA,1944,14742,WI,"Oak Creek, Wisconsin",10
Wisconsin,2012,1860,NA,NA,WI,"Oak Creek, Wisconsin",10
Wisconsin,2012,1750,NA,NA,WI,"Oak Creek, Wisconsin",10
Wisconsin,2013,1940,NA,NA,NA,NA,NA
Wisconsin,2013,NA,198,16172,NA,NA,NA
Wisconsin,2013,1610,NA,NA,NA,NA,NA
Wisconsin,2014,NA,190,17429,NA,NA,NA
Wisconsin,2014,3170,NA,NA,NA,NA,NA
Wisconsin,2014,1780,NA,NA,NA,NA,NA
Wisconsin,2015,3170,NA,NA,WI,"Menasha, Wisconsin",4
Wisconsin,2015,NA,310,23415,WI,"Menasha, Wisconsin",4
Wisconsin,2015,1780,NA,NA,WI,"Menasha, Wisconsin",4
Wisconsin,2016,NA,178,31540,NA,NA,NA
Wisconsin,2016,2400,NA,NA,NA,NA,NA
Wisconsin,2016,1390,NA,NA,NA,NA,NA
Wisconsin,2017,NA,327,35264,NA,NA,NA
Wisconsin,2018,NA,NA,37839,NA,NA,NA
Wyoming,1999,NA,NA,NA,NA,NA,NA
Wyoming,2000,150,NA,NA,NA,NA,NA
Wyoming,2000,**,NA,NA,NA,NA,NA
Wyoming,2001,150,NA,NA,NA,NA,NA
Wyoming,2001,140,NA,NA,NA,NA,NA
Wyoming,2002,90,NA,NA,NA,NA,NA
Wyoming,2002,140,NA,NA,NA,NA,NA
Wyoming,2003,110,NA,NA,NA,NA,NA
Wyoming,2004,160,NA,NA,NA,NA,NA
Wyoming,2004,160,NA,NA,NA,NA,NA
Wyoming,2005,190,NA,NA,NA,NA,NA
Wyoming,2005,210,NA,NA,NA,NA,NA
Wyoming,2006,230,NA,NA,NA,NA,NA
Wyoming,2006,180,NA,NA,NA,NA,NA
Wyoming,2007,190,NA,NA,NA,NA,NA
Wyoming,2007,310,NA,NA,NA,NA,NA
Wyoming,2008,360,NA,NA,NA,NA,NA
Wyoming,2008,200,NA,NA,NA,NA,NA
Wyoming,2009,400,NA,NA,NA,NA,NA
Wyoming,2009,160,NA,NA,NA,NA,NA
Wyoming,2010,180,NA,NA,NA,NA,NA
Wyoming,2010,280,NA,NA,NA,NA,NA
Wyoming,2011,NA,NA,98904,NA,NA,NA
Wyoming,2011,230,NA,NA,NA,NA,NA
Wyoming,2011,240,NA,NA,NA,NA,NA
Wyoming,2012,250,NA,NA,NA,NA,NA
Wyoming,2012,NA,358,106513,NA,NA,NA
Wyoming,2012,300,NA,NA,NA,NA,NA
Wyoming,2013,190,NA,NA,NA,NA,NA
Wyoming,2013,300,NA,NA,NA,NA,NA
Wyoming,2013,NA,61,113375,NA,NA,NA
Wyoming,2014,160,NA,NA,NA,NA,NA
Wyoming,2014,400,NA,NA,NA,NA,NA
Wyoming,2014,NA,851,114052,NA,NA,NA
Wyoming,2015,160,NA,NA,NA,NA,NA
Wyoming,2015,400,NA,NA,NA,NA,NA
Wyoming,2015,NA,19,124176,NA,NA,NA
Wyoming,2016,190,NA,NA,NA,NA,NA
Wyoming,2016,NA,26,127787,NA,NA,NA
Wyoming,2016,310,NA,NA,NA,NA,NA
Wyoming,2017,NA,33,132806,NA,NA,NA
Wyoming,2018,NA,NA,128083,NA,NA,NA
