STATE,YEAR,EMP,# GL,# GR
Maine,2006,560,NA,NA
Maine,2006,1800,NA,NA
Maine,2007,450,NA,NA
Maine,2007,1670,NA,NA
Maine,2008,380,NA,NA
Maine,2008,1430,NA,NA
Maine,2009,350,NA,NA
Maine,2009,1530,NA,NA
Maine,2010,460,NA,NA
Maine,2010,1490,NA,NA
Maine,2011,570,NA,NA
Maine,2011,1570,NA,NA
Maine,2012,540,NA,NA
Maine,2012,1410,NA,NA
Maine,2013,300,NA,NA
Maine,2013,1550,NA,NA
Maine,2014,350,NA,NA
Maine,2014,1530,NA,NA
Maine,2015,350,NA,NA
Maine,2015,1530,NA,NA
Maine,2016,450,NA,NA
Maine,2016,1670,NA,NA
Maryland,2012,NA,1964,82187
Maryland,2013,NA,93,86869
Maryland,2014,NA,231,88732
Maryland,2015,NA,122,94619
Maryland,2016,NA,169,97447
Maryland,2017,NA,305,103109
Maryland,2011,NA,NA,74021
Maryland,2018,NA,NA,115463
Maryland,2000,1750,NA,NA
Maryland,2000,1570,NA,NA
Maryland,2001,1340,NA,NA
Maryland,2001,1250,NA,NA
Maryland,2002,1760,NA,NA
Maryland,2002,1650,NA,NA
Maryland,2003,1470,NA,NA
Maryland,2003,2010,NA,NA
Maryland,2004,1530,NA,NA
Maryland,2004,2120,NA,NA
Maryland,2005,1530,NA,NA
Maryland,2005,2130,NA,NA
Maryland,2006,1610,NA,NA
Maryland,2006,2200,NA,NA
Maryland,2007,1640,NA,NA
Maryland,2007,1770,NA,NA
Maryland,2008,1470,NA,NA
Maryland,2008,1870,NA,NA
Maryland,2009,1530,NA,NA
Maryland,2009,1780,NA,NA
Maryland,2010,1580,NA,NA
Maryland,2010,2100,NA,NA
Maryland,2011,2000,NA,NA
Maryland,2011,2070,NA,NA
Maryland,2012,1970,NA,NA
Maryland,2012,2460,NA,NA
Maryland,2013,2100,NA,NA
Maryland,2013,2100,NA,NA
Maryland,2014,1530,NA,NA
Maryland,2014,1780,NA,NA
Maryland,2015,1530,NA,NA
Maryland,2015,1780,NA,NA
Maryland,2016,1640,NA,NA
Maryland,2016,1770,NA,NA
Massachusetts,2012,NA,690,10871
Massachusetts,2013,NA,216,11253
Massachusetts,2014,NA,292,11509
Massachusetts,2015,NA,40,12545
Massachusetts,2016,NA,197,13402
Massachusetts,2017,NA,186,15371
Massachusetts,2011,NA,NA,10376
Massachusetts,2018,NA,NA,17121
Massachusetts,2000,3000,NA,NA
Massachusetts,2000,3160,NA,NA
Massachusetts,2001,3010,NA,NA
Massachusetts,2001,4100,NA,NA
Massachusetts,2002,3760,NA,NA
Massachusetts,2002,4010,NA,NA
Massachusetts,2003,3940,NA,NA
Massachusetts,2003,4230,NA,NA
Massachusetts,2004,4840,NA,NA
Massachusetts,2004,4120,NA,NA
Massachusetts,2005,5190,NA,NA
Massachusetts,2005,3960,NA,NA
Massachusetts,2006,4800,NA,NA
Massachusetts,2006,3820,NA,NA
Massachusetts,2007,5650,NA,NA
Massachusetts,2007,5400,NA,NA
Massachusetts,2008,6030,NA,NA
Massachusetts,2008,6060,NA,NA
Massachusetts,2009,5020,NA,NA
Massachusetts,2009,6240,NA,NA
Massachusetts,2010,5140,NA,NA
Massachusetts,2010,4990,NA,NA
Massachusetts,2011,6120,NA,NA
Massachusetts,2011,5420,NA,NA
Massachusetts,2012,7450,NA,NA
Massachusetts,2012,4630,NA,NA
Massachusetts,2013,8050,NA,NA
Massachusetts,2013,5440,NA,NA
Massachusetts,2014,5020,NA,NA
Massachusetts,2014,6240,NA,NA
Massachusetts,2015,5020,NA,NA
Massachusetts,2015,6240,NA,NA
Massachusetts,2016,5650,NA,NA
Massachusetts,2016,5400,NA,NA
Michigan,2012,NA,4962,36080
Michigan,2013,NA,649,41232
Michigan,2014,NA,114,42855
Michigan,2015,NA,185,47791
Michigan,2016,NA,418,52222
Michigan,2017,NA,283,65742
Michigan,2011,NA,NA,33050
Michigan,2018,NA,NA,71678
Michigan,2000,1980,NA,NA
Michigan,2000,3310,NA,NA
Michigan,2001,1820,NA,NA
Michigan,2001,3530,NA,NA
Michigan,2002,2000,NA,NA
Michigan,2002,3380,NA,NA
Michigan,2003,2090,NA,NA
Michigan,2003,3300,NA,NA
Michigan,2004,1950,NA,NA
Michigan,2004,4430,NA,NA
Michigan,2005,**,NA,NA
Michigan,2005,4330,NA,NA
Michigan,2006,2270,NA,NA
Michigan,2006,4180,NA,NA
Michigan,2007,2080,NA,NA
Michigan,2007,4490,NA,NA
Michigan,2008,2030,NA,NA
Michigan,2008,4990,NA,NA
Michigan,2009,2040,NA,NA
Michigan,2009,5210,NA,NA
Michigan,2010,2070,NA,NA
Michigan,2010,5010,NA,NA
Michigan,2011,1890,NA,NA
Michigan,2011,4600,NA,NA
Michigan,2012,1930,NA,NA
Michigan,2012,4370,NA,NA
Michigan,2013,2280,NA,NA
Michigan,2013,4550,NA,NA
Michigan,2014,2040,NA,NA
Michigan,2014,5210,NA,NA
Michigan,2015,2040,NA,NA
Michigan,2015,5210,NA,NA
Michigan,2016,2080,NA,NA
Michigan,2016,4490,NA,NA
Minnesota,2012,NA,1353,48340
Minnesota,2013,NA,109,51150
Minnesota,2014,NA,187,51658
Minnesota,2015,NA,120,58239
Minnesota,2016,NA,185,63999
Minnesota,2017,NA,73,79307
Minnesota,2011,NA,NA,47116
Minnesota,2018,NA,NA,87019
Minnesota,2000,1150,NA,NA
Minnesota,2000,970,NA,NA
Minnesota,2001,1100,NA,NA
Minnesota,2001,1250,NA,NA
Minnesota,2002,1120,NA,NA
Minnesota,2002,1360,NA,NA
Minnesota,2003,1390,NA,NA
Minnesota,2003,1920,NA,NA
Minnesota,2004,1420,NA,NA
Minnesota,2004,2430,NA,NA
Minnesota,2005,1550,NA,NA
Minnesota,2005,2490,NA,NA
Minnesota,2006,1860,NA,NA
Minnesota,2006,2070,NA,NA
Minnesota,2007,1800,NA,NA
Minnesota,2007,2150,NA,NA
Minnesota,2008,1820,NA,NA
Minnesota,2008,2110,NA,NA
Minnesota,2009,2060,NA,NA
Minnesota,2009,2100,NA,NA
Minnesota,2010,1980,NA,NA
Minnesota,2010,2200,NA,NA
Minnesota,2011,2280,NA,NA
Minnesota,2011,2130,NA,NA
Minnesota,2012,2180,NA,NA
Minnesota,2012,2180,NA,NA
Minnesota,2013,2870,NA,NA
Minnesota,2013,1760,NA,NA
Minnesota,2014,2060,NA,NA
Minnesota,2014,2100,NA,NA
Minnesota,2015,2060,NA,NA
Minnesota,2015,2100,NA,NA
Minnesota,2016,1800,NA,NA
Minnesota,2016,2150,NA,NA
Mississippi,2012,NA,3439,43589
Mississippi,2013,NA,320,48318
Mississippi,2014,NA,379,51550
Mississippi,2015,NA,386,58475
Mississippi,2016,NA,311,62914
Mississippi,2017,NA,374,72996
Mississippi,2011,NA,NA,39407
Mississippi,2018,NA,NA,78660
Mississippi,2000,820,NA,NA
Mississippi,2000,840,NA,NA
Mississippi,2001,580,NA,NA
Mississippi,2001,1160,NA,NA
Mississippi,2002,440,NA,NA
Mississippi,2002,560,NA,NA
Mississippi,2003,610,NA,NA
Mississippi,2003,650,NA,NA
Mississippi,2004,440,NA,NA
Mississippi,2004,760,NA,NA
Mississippi,2005,510,NA,NA
Mississippi,2005,940,NA,NA
Mississippi,2006,590,NA,NA
Mississippi,2006,1000,NA,NA
Mississippi,2007,390,NA,NA
Mississippi,2007,850,NA,NA
Mississippi,2008,520,NA,NA
Mississippi,2008,860,NA,NA
Mississippi,2009,670,NA,NA
Mississippi,2009,970,NA,NA
Mississippi,2010,720,NA,NA
Mississippi,2010,920,NA,NA
Mississippi,2011,680,NA,NA
Mississippi,2011,980,NA,NA
Mississippi,2012,530,NA,NA
Mississippi,2012,700,NA,NA
Mississippi,2013,680,NA,NA
Mississippi,2013,830,NA,NA
Mississippi,2014,670,NA,NA
Mississippi,2014,970,NA,NA
Mississippi,2015,670,NA,NA
Mississippi,2015,970,NA,NA
Mississippi,2016,390,NA,NA
Mississippi,2016,850,NA,NA
Missouri,2012,NA,4662,15724
Missouri,2013,NA,302,18705
Missouri,2014,NA,386,20389
Missouri,2015,NA,313,24081
Missouri,2016,NA,381,27408
Missouri,2017,NA,467,35494
Missouri,2011,NA,NA,13575
Missouri,2018,NA,NA,39331
Missouri,2000,720,NA,NA
Missouri,2000,2060,NA,NA
Missouri,2001,860,NA,NA
Missouri,2001,1850,NA,NA
Missouri,2002,1020,NA,NA
Missouri,2002,2090,NA,NA
Missouri,2003,1070,NA,NA
Missouri,2003,2420,NA,NA
Missouri,2004,880,NA,NA
Missouri,2004,2710,NA,NA
Missouri,2005,1000,NA,NA
Missouri,2005,2710,NA,NA
Missouri,2006,980,NA,NA
Missouri,2006,2400,NA,NA
Missouri,2007,1400,NA,NA
Missouri,2007,2620,NA,NA
Missouri,2008,1320,NA,NA
Missouri,2008,2970,NA,NA
Missouri,2009,1090,NA,NA
Missouri,2009,3550,NA,NA
Missouri,2010,880,NA,NA
Missouri,2010,3540,NA,NA
Missouri,2011,1140,NA,NA
Missouri,2011,3520,NA,NA
Missouri,2012,1380,NA,NA
Missouri,2012,2950,NA,NA
Missouri,2013,1390,NA,NA
Missouri,2013,2810,NA,NA
Missouri,2014,1090,NA,NA
Missouri,2014,3550,NA,NA
Missouri,2015,1090,NA,NA
Missouri,2015,3550,NA,NA
Missouri,2016,1400,NA,NA
Missouri,2016,2620,NA,NA
Montana,2012,NA,911,8293
Montana,2013,NA,302,10364
Montana,2014,NA,213,11461
Montana,2015,NA,118,12798
Montana,2016,NA,117,15900
Montana,2017,NA,176,22133
Montana,2011,NA,NA,7252
Montana,2018,NA,NA,20326
Montana,2000,180,NA,NA
Montana,2000,160,NA,NA
Montana,2001,150,NA,NA
Montana,2001,260,NA,NA
Montana,2002,200,NA,NA
Montana,2002,460,NA,NA
Montana,2003,270,NA,NA
Montana,2003,330,NA,NA
Montana,2004,290,NA,NA
Montana,2004,360,NA,NA
Montana,2005,280,NA,NA
Montana,2005,310,NA,NA
Montana,2006,320,NA,NA
Montana,2006,340,NA,NA
Montana,2007,330,NA,NA
Montana,2007,440,NA,NA
Montana,2008,540,NA,NA
Montana,2008,450,NA,NA
Montana,2009,510,NA,NA
Montana,2009,410,NA,NA
Montana,2010,530,NA,NA
Montana,2010,280,NA,NA
Montana,2011,750,NA,NA
Montana,2011,450,NA,NA
Montana,2012,710,NA,NA
Montana,2012,530,NA,NA
Montana,2013,1000,NA,NA
Montana,2013,580,NA,NA
Montana,2014,510,NA,NA
Montana,2014,410,NA,NA
Montana,2015,510,NA,NA
Montana,2015,410,NA,NA
Montana,2016,330,NA,NA
Montana,2016,440,NA,NA
Nebraska,2000,270,NA,NA
Nebraska,2000,480,NA,NA
Nebraska,2001,470,NA,NA
Nebraska,2001,470,NA,NA
Nebraska,2002,530,NA,NA
Nebraska,2002,610,NA,NA
Nebraska,2003,690,NA,NA
Nebraska,2003,670,NA,NA
Nebraska,2004,610,NA,NA
Nebraska,2004,880,NA,NA
Nebraska,2005,810,NA,NA
Nebraska,2005,1000,NA,NA
Nebraska,2006,660,NA,NA
Nebraska,2006,1050,NA,NA
Nebraska,2007,820,NA,NA
Nebraska,2007,950,NA,NA
Nebraska,2008,740,NA,NA
Nebraska,2008,780,NA,NA
Nebraska,2009,780,NA,NA
Nebraska,2009,700,NA,NA
Nebraska,2010,750,NA,NA
Nebraska,2010,740,NA,NA
Nebraska,2011,760,NA,NA
Nebraska,2011,650,NA,NA
Nebraska,2012,910,NA,NA
Nebraska,2012,610,NA,NA
Nebraska,2013,1050,NA,NA
Nebraska,2013,420,NA,NA
Nebraska,2014,780,NA,NA
Nebraska,2014,700,NA,NA
Nebraska,2015,780,NA,NA
Nebraska,2015,700,NA,NA
Nebraska,2016,820,NA,NA
Nebraska,2016,950,NA,NA
Nebraska,1999,NA,NA,NA
Nebraska,2000,NA,NA,NA
Nebraska,2001,NA,NA,NA
Nebraska,2002,NA,NA,NA
Nebraska,2003,NA,NA,NA
Nebraska,2004,NA,NA,NA
Nebraska,2005,NA,NA,NA
Nebraska,2006,NA,NA,NA
Nebraska,2007,NA,NA,NA
Nebraska,2008,NA,NA,NA
Nebraska,2009,NA,NA,NA
Nebraska,2010,NA,NA,NA
Nebraska,2011,NA,NA,NA
Nebraska,2012,NA,NA,NA
Nebraska,2013,NA,NA,NA
Nebraska,2014,NA,NA,NA
Nebraska,2015,NA,NA,NA
Nebraska,2016,NA,NA,NA
Nebraska,2005,NA,NA,NA
Nebraska,2006,NA,NA,NA
Nebraska,2007,NA,NA,NA
Nebraska,2008,NA,NA,NA
Nebraska,2009,NA,NA,NA
Nebraska,2010,NA,NA,NA
Nebraska,2011,NA,NA,NA
Nebraska,2012,NA,NA,NA
Nebraska,2013,NA,NA,NA
Nebraska,2014,NA,NA,NA
Nebraska,2015,NA,NA,NA
Nebraska,2016,NA,NA,NA
Nebraska,2012,NA,670,95060
Nebraska,2013,NA,134,105506
Nebraska,2014,NA,12,109388
Nebraska,2015,NA,22,122288
Nebraska,2016,NA,204,131539
Nebraska,2017,NA,67,152238
Nebraska,2011,NA,NA,86827
Nebraska,2018,NA,NA,165170
Nevada,2000,280,NA,NA
Nevada,2000,120,NA,NA
Nevada,2001,350,NA,NA
Nevada,2001,220,NA,NA
Nevada,2002,380,NA,NA
Nevada,2002,220,NA,NA
Nevada,2003,450,NA,NA
Nevada,2003,280,NA,NA
Nevada,2004,440,NA,NA
Nevada,2004,250,NA,NA
Nevada,2005,410,NA,NA
Nevada,2005,260,NA,NA
Nevada,2006,380,NA,NA
Nevada,2006,290,NA,NA
Nevada,2007,490,NA,NA
Nevada,2007,320,NA,NA
Nevada,2008,390,NA,NA
Nevada,2008,340,NA,NA
Nevada,2009,440,NA,NA
Nevada,2009,400,NA,NA
Nevada,2010,490,NA,NA
Nevada,2010,410,NA,NA
Nevada,2011,480,NA,NA
Nevada,2011,380,NA,NA
Nevada,2012,530,NA,NA
Nevada,2012,330,NA,NA
Nevada,2013,640,NA,NA
Nevada,2013,370,NA,NA
Nevada,2014,440,NA,NA
Nevada,2014,400,NA,NA
Nevada,2015,440,NA,NA
Nevada,2015,400,NA,NA
Nevada,2016,490,NA,NA
Nevada,2016,320,NA,NA
Nevada,1999,NA,NA,NA
Nevada,2000,NA,NA,NA
Nevada,2001,NA,NA,NA
Nevada,2002,NA,NA,NA
Nevada,2003,NA,NA,NA
Nevada,2004,NA,NA,NA
Nevada,2005,NA,NA,NA
Nevada,2006,NA,NA,NA
Nevada,2007,NA,NA,NA
Nevada,2008,NA,NA,NA
Nevada,2009,NA,NA,NA
Nevada,2010,NA,NA,NA
Nevada,2011,NA,NA,NA
Nevada,2012,NA,NA,NA
Nevada,2013,NA,NA,NA
Nevada,2014,NA,NA,NA
Nevada,2015,NA,NA,NA
Nevada,2016,NA,NA,NA
Nevada,2005,NA,NA,NA
Nevada,2006,NA,NA,NA
Nevada,2007,NA,NA,NA
Nevada,2008,NA,NA,NA
Nevada,2009,NA,NA,NA
Nevada,2010,NA,NA,NA
Nevada,2011,NA,NA,NA
Nevada,2012,NA,NA,NA
Nevada,2013,NA,NA,NA
Nevada,2014,NA,NA,NA
Nevada,2015,NA,NA,NA
Nevada,2016,NA,NA,NA
Nevada,2012,NA,2288,5581
Nevada,2013,NA,33,6285
Nevada,2014,NA,62,6863
Nevada,2015,NA,148,8122
Nevada,2016,NA,203,9460
Nevada,2017,NA,476,13272
Nevada,2011,NA,NA,4627
Nevada,2018,NA,NA,15440
New Hampshire,2000,240,NA,NA
New Hampshire,2000,250,NA,NA
New Hampshire,2001,330,NA,NA
New Hampshire,2001,230,NA,NA
New Hampshire,2002,330,NA,NA
New Hampshire,2002,280,NA,NA
New Hampshire,2003,560,NA,NA
New Hampshire,2003,400,NA,NA
New Hampshire,2004,590,NA,NA
New Hampshire,2004,330,NA,NA
New Hampshire,2005,500,NA,NA
New Hampshire,2005,260,NA,NA
New Hampshire,2006,420,NA,NA
New Hampshire,2006,360,NA,NA
New Hampshire,2007,390,NA,NA
New Hampshire,2007,410,NA,NA
New Hampshire,2008,500,NA,NA
New Hampshire,2008,390,NA,NA
New Hampshire,2009,690,NA,NA
New Hampshire,2009,500,NA,NA
New Hampshire,2010,640,NA,NA
New Hampshire,2010,380,NA,NA
New Hampshire,2011,580,NA,NA
New Hampshire,2011,380,NA,NA
New Hampshire,2012,580,NA,NA
New Hampshire,2012,240,NA,NA
New Hampshire,2013,510,NA,NA
New Hampshire,2013,310,NA,NA
New Hampshire,2014,690,NA,NA
New Hampshire,2014,500,NA,NA
New Hampshire,2015,690,NA,NA
New Hampshire,2015,500,NA,NA
New Hampshire,2016,390,NA,NA
New Hampshire,2016,410,NA,NA
New Hampshire,1999,NA,NA,NA
New Hampshire,2000,NA,NA,NA
New Hampshire,2001,NA,NA,NA
New Hampshire,2002,NA,NA,NA
New Hampshire,2003,NA,NA,NA
New Hampshire,2004,NA,NA,NA
New Hampshire,2005,NA,NA,NA
New Hampshire,2006,NA,NA,NA
New Hampshire,2007,NA,NA,NA
New Hampshire,2008,NA,NA,NA
New Hampshire,2009,NA,NA,NA
New Hampshire,2010,NA,NA,NA
New Hampshire,2011,NA,NA,NA
New Hampshire,2012,NA,NA,NA
New Hampshire,2013,NA,NA,NA
New Hampshire,2014,NA,NA,NA
New Hampshire,2015,NA,NA,NA
New Hampshire,2016,NA,NA,NA
New Hampshire,2005,NA,NA,NA
New Hampshire,2006,NA,NA,NA
New Hampshire,2007,NA,NA,NA
New Hampshire,2008,NA,NA,NA
New Hampshire,2009,NA,NA,NA
New Hampshire,2010,NA,NA,NA
New Hampshire,2011,NA,NA,NA
New Hampshire,2012,NA,NA,NA
New Hampshire,2013,NA,NA,NA
New Hampshire,2014,NA,NA,NA
New Hampshire,2015,NA,NA,NA
New Hampshire,2016,NA,NA,NA
New Hampshire,2012,NA,435,11770
New Hampshire,2013,NA,269,13096
New Hampshire,2014,NA,151,13864
New Hampshire,2015,NA,33,15956
New Hampshire,2016,NA,154,18011
New Hampshire,2017,NA,80,22234
New Hampshire,2011,NA,NA,10660
New Hampshire,2018,NA,NA,25092
New Jersey,2000,1200,NA,NA
New Jersey,2000,2450,NA,NA
New Jersey,2001,1740,NA,NA
New Jersey,2001,2530,NA,NA
New Jersey,2002,1940,NA,NA
New Jersey,2002,2720,NA,NA
New Jersey,2003,2260,NA,NA
New Jersey,2003,2950,NA,NA
New Jersey,2004,2610,NA,NA
New Jersey,2004,3140,NA,NA
New Jersey,2005,2610,NA,NA
New Jersey,2005,2600,NA,NA
New Jersey,2006,3390,NA,NA
New Jersey,2006,2270,NA,NA
New Jersey,2007,3390,NA,NA
New Jersey,2007,2310,NA,NA
New Jersey,2008,3220,NA,NA
New Jersey,2008,1840,NA,NA
New Jersey,2009,3090,NA,NA
New Jersey,2009,1570,NA,NA
New Jersey,2010,3780,NA,NA
New Jersey,2010,1430,NA,NA
New Jersey,2011,4320,NA,NA
New Jersey,2011,1760,NA,NA
New Jersey,2012,4720,NA,NA
New Jersey,2012,1840,NA,NA
New Jersey,2013,4150,NA,NA
New Jersey,2013,2320,NA,NA
New Jersey,2014,3090,NA,NA
New Jersey,2014,1570,NA,NA
New Jersey,2015,3090,NA,NA
New Jersey,2015,1570,NA,NA
New Jersey,2016,3390,NA,NA
New Jersey,2016,2310,NA,NA
New Jersey,2012,NA,1604,18376
New Jersey,2013,NA,23,18089
New Jersey,2014,NA,2,19284
New Jersey,2015,NA,17,23061
New Jersey,2016,NA,10,29821
New Jersey,2017,NA,5,64135
New Jersey,2011,NA,NA,12855
New Jersey,2018,NA,NA,59140
New Mexico,2000,190,NA,NA
New Mexico,2000,380,NA,NA
New Mexico,2001,270,NA,NA
New Mexico,2001,410,NA,NA
New Mexico,2002,280,NA,NA
New Mexico,2002,400,NA,NA
New Mexico,2003,450,NA,NA
New Mexico,2003,**,NA,NA
New Mexico,2004,450,NA,NA
New Mexico,2004,1220,NA,NA
New Mexico,2005,500,NA,NA
New Mexico,2005,1210,NA,NA
New Mexico,2006,520,NA,NA
New Mexico,2006,1390,NA,NA
New Mexico,2007,920,NA,NA
New Mexico,2007,1830,NA,NA
New Mexico,2008,960,NA,NA
New Mexico,2008,1920,NA,NA
New Mexico,2009,880,NA,NA
New Mexico,2009,1460,NA,NA
New Mexico,2010,950,NA,NA
New Mexico,2010,1810,NA,NA
New Mexico,2011,670,NA,NA
New Mexico,2011,1190,NA,NA
New Mexico,2012,720,NA,NA
New Mexico,2012,1230,NA,NA
New Mexico,2013,870,NA,NA
New Mexico,2013,770,NA,NA
New Mexico,2014,880,NA,NA
New Mexico,2014,1460,NA,NA
New Mexico,2015,880,NA,NA
New Mexico,2015,1460,NA,NA
New Mexico,2016,920,NA,NA
New Mexico,2016,1830,NA,NA
New Mexico,2012,NA,2198,48989
New Mexico,2013,NA,25,50712
New Mexico,2014,NA,60,51670
New Mexico,2015,NA,209,54612
New Mexico,2016,NA,146,55672
New Mexico,2017,NA,122,57507
New Mexico,2011,NA,NA,46605
New Mexico,2018,NA,NA,59629
New York,2000,4050,NA,NA
New York,2000,5510,NA,NA
New York,2001,4260,NA,NA
New York,2001,4610,NA,NA
New York,2002,4170,NA,NA
New York,2002,6280,NA,NA
New York,2003,3960,NA,NA
New York,2003,7080,NA,NA
New York,2004,5760,NA,NA
New York,2004,8600,NA,NA
New York,2005,5850,NA,NA
New York,2005,9110,NA,NA
New York,2006,6800,NA,NA
New York,2006,9870,NA,NA
New York,2007,7060,NA,NA
New York,2007,9760,NA,NA
New York,2008,6980,NA,NA
New York,2008,12080,NA,NA
New York,2009,6150,NA,NA
New York,2009,11030,NA,NA
New York,2010,6480,NA,NA
New York,2010,10880,NA,NA
New York,2011,6070,NA,NA
New York,2011,10010,NA,NA
New York,2012,5970,NA,NA
New York,2012,10430,NA,NA
New York,2013,5540,NA,NA
New York,2013,10340,NA,NA
New York,2014,6150,NA,NA
New York,2014,11030,NA,NA
New York,2015,6150,NA,NA
New York,2015,11030,NA,NA
New York,2016,7060,NA,NA
New York,2016,9760,NA,NA
New York,2012,NA,2839,69371
New York,2013,NA,29,78495
New York,2014,NA,4017,84471
New York,2015,NA,312,89220
New York,2016,NA,191,92251
New York,2017,NA,629,97580
New York,2011,NA,NA,59789
New York,2018,NA,NA,101182
North Carolina,2000,1460,NA,NA
North Carolina,2000,2510,NA,NA
North Carolina,2001,1540,NA,NA
North Carolina,2001,2640,NA,NA
North Carolina,2002,1640,NA,NA
North Carolina,2002,3000,NA,NA
North Carolina,2003,1900,NA,NA
North Carolina,2003,3170,NA,NA
North Carolina,2004,1860,NA,NA
North Carolina,2004,3890,NA,NA
North Carolina,2005,1800,NA,NA
North Carolina,2005,3800,NA,NA
North Carolina,2006,1680,NA,NA
North Carolina,2006,3740,NA,NA
North Carolina,2007,2150,NA,NA
North Carolina,2007,3640,NA,NA
North Carolina,2008,2960,NA,NA
North Carolina,2008,4270,NA,NA
North Carolina,2009,3640,NA,NA
North Carolina,2009,4140,NA,NA
North Carolina,2010,3760,NA,NA
North Carolina,2010,4310,NA,NA
North Carolina,2011,3570,NA,NA
North Carolina,2011,4360,NA,NA
North Carolina,2012,3710,NA,NA
North Carolina,2012,4150,NA,NA
North Carolina,2013,3770,NA,NA
North Carolina,2013,3740,NA,NA
North Carolina,2014,3640,NA,NA
North Carolina,2014,4140,NA,NA
North Carolina,2015,3640,NA,NA
North Carolina,2015,4140,NA,NA
North Carolina,2016,2150,NA,NA
North Carolina,2016,3640,NA,NA
North Carolina,2012,NA,9320,48359
North Carolina,2013,NA,292,51524
North Carolina,2014,NA,548,54436
North Carolina,2015,NA,532,64090
North Carolina,2016,NA,680,67785
North Carolina,2017,NA,614,76888
North Carolina,2011,NA,NA,40008
North Carolina,2018,NA,NA,87148
North Dakota,2000,80,NA,NA
North Dakota,2001,50,NA,NA
North Dakota,2001,300,NA,NA
North Dakota,2002,**,NA,NA
North Dakota,2002,300,NA,NA
North Dakota,2003,190,NA,NA
North Dakota,2003,270,NA,NA
North Dakota,2004,230,NA,NA
North Dakota,2004,350,NA,NA
North Dakota,2005,100,NA,NA
North Dakota,2005,300,NA,NA
North Dakota,2006,**,NA,NA
North Dakota,2006,310,NA,NA
North Dakota,2007,30,NA,NA
North Dakota,2007,230,NA,NA
North Dakota,2008,390,NA,NA
North Dakota,2009,380,NA,NA
North Dakota,2010,60,NA,NA
North Dakota,2010,340,NA,NA
North Dakota,2011,100,NA,NA
North Dakota,2011,300,NA,NA
North Dakota,2012,110,NA,NA
North Dakota,2012,260,NA,NA
