STATE,YEAR,EMP,# GL,# GR
North Dakota,2013,80,NA,NA
North Dakota,2013,250,NA,NA
North Dakota,2014,380,NA,NA
North Dakota,2015,380,NA,NA
North Dakota,2016,30,NA,NA
North Dakota,2016,230,NA,NA
North Dakota,2012,NA,273,55105
North Dakota,2013,NA,12,61332
North Dakota,2014,NA,75,64353
North Dakota,2015,NA,45,69680
North Dakota,2016,NA,47,70406
North Dakota,2017,NA,88,76207
North Dakota,2011,NA,NA,51300
North Dakota,2018,NA,NA,78141
Ohio,2000,1800,NA,NA
Ohio,2000,5490,NA,NA
Ohio,2001,2040,NA,NA
Ohio,2001,5700,NA,NA
Ohio,2002,2320,NA,NA
Ohio,2002,5420,NA,NA
Ohio,2003,2620,NA,NA
Ohio,2003,5750,NA,NA
Ohio,2004,2780,NA,NA
Ohio,2004,5840,NA,NA
Ohio,2005,2630,NA,NA
Ohio,2005,5350,NA,NA
Ohio,2006,2610,NA,NA
Ohio,2006,5040,NA,NA
Ohio,2007,2880,NA,NA
Ohio,2007,4610,NA,NA
Ohio,2008,3600,NA,NA
Ohio,2008,4720,NA,NA
Ohio,2009,3910,NA,NA
Ohio,2009,4920,NA,NA
Ohio,2010,4050,NA,NA
Ohio,2010,5790,NA,NA
Ohio,2011,3900,NA,NA
Ohio,2011,6350,NA,NA
Ohio,2012,3730,NA,NA
Ohio,2012,6120,NA,NA
Ohio,2013,3610,NA,NA
Ohio,2013,6050,NA,NA
Ohio,2014,3910,NA,NA
Ohio,2014,4920,NA,NA
Ohio,2015,3910,NA,NA
Ohio,2015,4920,NA,NA
Ohio,2016,2880,NA,NA
Ohio,2016,4610,NA,NA
Ohio,2012,NA,6860,108574
Ohio,2013,NA,372,128523
Ohio,2014,NA,313,131990
Ohio,2015,NA,73,135267
Ohio,2016,NA,985,143234
Ohio,2017,NA,501,173405
Ohio,2011,NA,NA,98616
Ohio,2018,NA,NA,173315
Oklahoma,2000,1230,NA,NA
Oklahoma,2000,1060,NA,NA
Oklahoma,2001,1020,NA,NA
Oklahoma,2001,720,NA,NA
Oklahoma,2002,990,NA,NA
Oklahoma,2002,850,NA,NA
Oklahoma,2003,1470,NA,NA
Oklahoma,2003,910,NA,NA
Oklahoma,2004,1310,NA,NA
Oklahoma,2004,800,NA,NA
Oklahoma,2005,1320,NA,NA
Oklahoma,2005,960,NA,NA
Oklahoma,2006,1420,NA,NA
Oklahoma,2006,810,NA,NA
Oklahoma,2007,980,NA,NA
Oklahoma,2007,650,NA,NA
Oklahoma,2008,1090,NA,NA
Oklahoma,2008,970,NA,NA
Oklahoma,2009,1210,NA,NA
Oklahoma,2009,980,NA,NA
Oklahoma,2010,1340,NA,NA
Oklahoma,2010,1100,NA,NA
Oklahoma,2011,1320,NA,NA
Oklahoma,2011,1240,NA,NA
Oklahoma,2012,1190,NA,NA
Oklahoma,2012,1270,NA,NA
Oklahoma,2013,1360,NA,NA
Oklahoma,2013,1150,NA,NA
Oklahoma,2014,1210,NA,NA
Oklahoma,2014,980,NA,NA
Oklahoma,2015,1210,NA,NA
Oklahoma,2015,980,NA,NA
Oklahoma,2016,980,NA,NA
Oklahoma,2016,650,NA,NA
Oklahoma,2012,NA,4695,37307
Oklahoma,2013,NA,57,47497
Oklahoma,2014,NA,211,47419
Oklahoma,2015,NA,266,58213
Oklahoma,2016,NA,187,64063
Oklahoma,2017,NA,285,71269
Oklahoma,2011,NA,NA,29522
Oklahoma,2018,NA,NA,74615
Oregon,2000,1000,NA,NA
Oregon,2000,1110,NA,NA
Oregon,2001,1200,NA,NA
Oregon,2001,960,NA,NA
Oregon,2002,1640,NA,NA
Oregon,2002,1320,NA,NA
Oregon,2003,2080,NA,NA
Oregon,2003,1730,NA,NA
Oregon,2004,2430,NA,NA
Oregon,2004,2110,NA,NA
Oregon,2005,**,NA,NA
Oregon,2005,2310,NA,NA
Oregon,2006,1650,NA,NA
Oregon,2006,2440,NA,NA
Oregon,2007,1500,NA,NA
Oregon,2007,1810,NA,NA
Oregon,2008,1680,NA,NA
Oregon,2008,1790,NA,NA
Oregon,2009,1740,NA,NA
Oregon,2009,2050,NA,NA
Oregon,2010,2080,NA,NA
Oregon,2010,2110,NA,NA
Oregon,2011,2350,NA,NA
Oregon,2011,2160,NA,NA
Oregon,2012,2560,NA,NA
Oregon,2012,2030,NA,NA
Oregon,2013,2520,NA,NA
Oregon,2013,1940,NA,NA
Oregon,2014,1740,NA,NA
Oregon,2014,2050,NA,NA
Oregon,2015,1740,NA,NA
Oregon,2015,2050,NA,NA
Oregon,2016,1500,NA,NA
Oregon,2016,1810,NA,NA
Oregon,2012,NA,2491,38917
Oregon,2013,NA,37,42857
Oregon,2014,NA,74,44811
Oregon,2015,NA,230,48751
Oregon,2016,NA,445,51923
Oregon,2017,NA,938,61383
Oregon,2011,NA,NA,35718
Oregon,2018,NA,NA,66346
Pennsylvania,2000,5680,NA,NA
Pennsylvania,2000,4880,NA,NA
Pennsylvania,2001,5950,NA,NA
Pennsylvania,2001,6170,NA,NA
Pennsylvania,2002,7560,NA,NA
Pennsylvania,2002,6150,NA,NA
Pennsylvania,2003,8690,NA,NA
Pennsylvania,2003,7910,NA,NA
Pennsylvania,2004,10440,NA,NA
Pennsylvania,2004,10630,NA,NA
Pennsylvania,2005,10800,NA,NA
Pennsylvania,2005,11890,NA,NA
Pennsylvania,2006,12050,NA,NA
Pennsylvania,2006,9620,NA,NA
Pennsylvania,2007,13140,NA,NA
Pennsylvania,2007,8750,NA,NA
Pennsylvania,2008,13870,NA,NA
Pennsylvania,2008,8400,NA,NA
Pennsylvania,2009,15340,NA,NA
Pennsylvania,2009,8790,NA,NA
Pennsylvania,2010,15740,NA,NA
Pennsylvania,2010,9380,NA,NA
Pennsylvania,2011,15380,NA,NA
Pennsylvania,2011,9230,NA,NA
Pennsylvania,2012,13750,NA,NA
Pennsylvania,2012,9610,NA,NA
Pennsylvania,2013,12260,NA,NA
Pennsylvania,2013,9800,NA,NA
Pennsylvania,2014,15340,NA,NA
Pennsylvania,2014,8790,NA,NA
Pennsylvania,2015,15340,NA,NA
Pennsylvania,2015,8790,NA,NA
Pennsylvania,2016,13140,NA,NA
Pennsylvania,2016,8750,NA,NA
Pennsylvania,2012,NA,6566,197217
Pennsylvania,2013,NA,702,216370
Pennsylvania,2014,NA,372,191189
Pennsylvania,2015,NA,332,225377
Pennsylvania,2016,NA,276,222722
Pennsylvania,2017,NA,568,236377
Pennsylvania,2011,NA,NA,146887
Pennsylvania,2018,NA,NA,261765
Puerto Rico,2000,40,NA,NA
Puerto Rico,2000,100,NA,NA
Puerto Rico,2001,480,NA,NA
Puerto Rico,2001,100,NA,NA
Puerto Rico,2002,510,NA,NA
Puerto Rico,2002,90,NA,NA
Puerto Rico,2003,100,NA,NA
Puerto Rico,2004,420,NA,NA
Puerto Rico,2004,100,NA,NA
Puerto Rico,2005,410,NA,NA
Puerto Rico,2005,110,NA,NA
Puerto Rico,2006,30,NA,NA
Puerto Rico,2006,200,NA,NA
Puerto Rico,2007,60,NA,NA
Puerto Rico,2007,190,NA,NA
Puerto Rico,2008,70,NA,NA
Puerto Rico,2008,230,NA,NA
Puerto Rico,2009,70,NA,NA
Puerto Rico,2009,280,NA,NA
Puerto Rico,2010,90,NA,NA
Puerto Rico,2010,300,NA,NA
Puerto Rico,2011,120,NA,NA
Puerto Rico,2011,350,NA,NA
Puerto Rico,2012,110,NA,NA
Puerto Rico,2012,320,NA,NA
Puerto Rico,2013,150,NA,NA
Puerto Rico,2013,310,NA,NA
Puerto Rico,2014,70,NA,NA
Puerto Rico,2014,280,NA,NA
Puerto Rico,2015,70,NA,NA
Puerto Rico,2015,280,NA,NA
Puerto Rico,2016,60,NA,NA
Puerto Rico,2016,190,NA,NA
Rhode Island,2000,720,NA,NA
Rhode Island,2000,360,NA,NA
Rhode Island,2001,880,NA,NA
Rhode Island,2001,410,NA,NA
Rhode Island,2002,520,NA,NA
Rhode Island,2002,**,NA,NA
Rhode Island,2003,620,NA,NA
Rhode Island,2003,890,NA,NA
Rhode Island,2004,460,NA,NA
Rhode Island,2004,**,NA,NA
Rhode Island,2005,410,NA,NA
Rhode Island,2005,1340,NA,NA
Rhode Island,2006,420,NA,NA
Rhode Island,2006,1240,NA,NA
Rhode Island,2007,460,NA,NA
Rhode Island,2007,1340,NA,NA
Rhode Island,2008,510,NA,NA
Rhode Island,2008,1480,NA,NA
Rhode Island,2009,460,NA,NA
Rhode Island,2009,1260,NA,NA
Rhode Island,2010,520,NA,NA
Rhode Island,2010,1120,NA,NA
Rhode Island,2011,420,NA,NA
Rhode Island,2011,760,NA,NA
Rhode Island,2012,410,NA,NA
Rhode Island,2012,590,NA,NA
Rhode Island,2013,550,NA,NA
Rhode Island,2013,500,NA,NA
Rhode Island,2014,460,NA,NA
Rhode Island,2014,1260,NA,NA
Rhode Island,2015,460,NA,NA
Rhode Island,2015,1260,NA,NA
Rhode Island,2016,460,NA,NA
Rhode Island,2016,1340,NA,NA
Rhode Island,2012,NA,226,3592
Rhode Island,2013,NA,56,3913
Rhode Island,2014,NA,27,3973
Rhode Island,2015,NA,2,4054
Rhode Island,2016,NA,7,4128
Rhode Island,2017,NA,7,4223
Rhode Island,2011,NA,NA,3494
Rhode Island,2018,NA,NA,4535
South Carolina,2000,1890,NA,NA
South Carolina,2000,840,NA,NA
South Carolina,2001,1370,NA,NA
South Carolina,2001,720,NA,NA
South Carolina,2002,760,NA,NA
South Carolina,2003,410,NA,NA
South Carolina,2003,890,NA,NA
South Carolina,2004,330,NA,NA
South Carolina,2004,660,NA,NA
South Carolina,2005,320,NA,NA
South Carolina,2005,720,NA,NA
South Carolina,2006,320,NA,NA
South Carolina,2006,**,NA,NA
South Carolina,2007,320,NA,NA
South Carolina,2007,770,NA,NA
South Carolina,2008,390,NA,NA
South Carolina,2008,720,NA,NA
South Carolina,2009,530,NA,NA
South Carolina,2009,920,NA,NA
South Carolina,2010,520,NA,NA
South Carolina,2010,1120,NA,NA
South Carolina,2011,480,NA,NA
South Carolina,2011,1740,NA,NA
South Carolina,2012,540,NA,NA
South Carolina,2012,1590,NA,NA
South Carolina,2013,500,NA,NA
South Carolina,2014,530,NA,NA
South Carolina,2014,920,NA,NA
South Carolina,2015,530,NA,NA
South Carolina,2015,920,NA,NA
South Carolina,2016,320,NA,NA
South Carolina,2016,770,NA,NA
South Carolina,2012,NA,5839,45530
South Carolina,2013,NA,260,50896
South Carolina,2014,NA,417,55286
South Carolina,2015,NA,570,68312
South Carolina,2016,NA,775,73213
South Carolina,2017,NA,559,105601
South Carolina,2011,NA,NA,40754
South Carolina,2018,NA,NA,101116
South Dakota,2000,80,NA,NA
South Dakota,2000,270,NA,NA
South Dakota,2001,100,NA,NA
South Dakota,2001,230,NA,NA
South Dakota,2002,140,NA,NA
South Dakota,2002,320,NA,NA
South Dakota,2003,130,NA,NA
South Dakota,2003,270,NA,NA
South Dakota,2004,130,NA,NA
South Dakota,2004,290,NA,NA
South Dakota,2005,110,NA,NA
South Dakota,2005,280,NA,NA
South Dakota,2006,130,NA,NA
South Dakota,2006,220,NA,NA
South Dakota,2007,220,NA,NA
South Dakota,2007,210,NA,NA
South Dakota,2008,250,NA,NA
South Dakota,2008,280,NA,NA
South Dakota,2009,230,NA,NA
South Dakota,2009,280,NA,NA
South Dakota,2010,240,NA,NA
South Dakota,2010,300,NA,NA
South Dakota,2011,230,NA,NA
South Dakota,2011,260,NA,NA
South Dakota,2012,240,NA,NA
South Dakota,2012,250,NA,NA
South Dakota,2013,250,NA,NA
South Dakota,2013,250,NA,NA
South Dakota,2014,230,NA,NA
South Dakota,2014,280,NA,NA
South Dakota,2015,230,NA,NA
South Dakota,2015,280,NA,NA
South Dakota,2016,220,NA,NA
South Dakota,2016,210,NA,NA
South Dakota,2012,NA,314,7652
South Dakota,2013,NA,88,9256
South Dakota,2014,NA,36,9677
South Dakota,2015,NA,32,11989
South Dakota,2016,NA,67,13892
South Dakota,2017,NA,147,21130
South Dakota,2011,NA,NA,6636
South Dakota,2018,NA,NA,22847
Tennessee,2000,930,NA,NA
Tennessee,2000,3040,NA,NA
Tennessee,2001,1180,NA,NA
Tennessee,2001,2880,NA,NA
Tennessee,2002,1270,NA,NA
Tennessee,2002,2230,NA,NA
Tennessee,2003,2300,NA,NA
Tennessee,2004,1910,NA,NA
Tennessee,2004,2590,NA,NA
Tennessee,2005,1870,NA,NA
Tennessee,2005,2420,NA,NA
Tennessee,2006,**,NA,NA
Tennessee,2006,2600,NA,NA
Tennessee,2007,2030,NA,NA
Tennessee,2007,2250,NA,NA
Tennessee,2008,2330,NA,NA
Tennessee,2008,2430,NA,NA
Tennessee,2009,2010,NA,NA
Tennessee,2009,2260,NA,NA
Tennessee,2010,2480,NA,NA
Tennessee,2010,2180,NA,NA
Tennessee,2011,2330,NA,NA
Tennessee,2011,2110,NA,NA
Tennessee,2012,2430,NA,NA
Tennessee,2012,1590,NA,NA
Tennessee,2013,2240,NA,NA
Tennessee,2013,1360,NA,NA
Tennessee,2014,2010,NA,NA
Tennessee,2014,2260,NA,NA
Tennessee,2015,2010,NA,NA
Tennessee,2015,2260,NA,NA
Tennessee,2016,2030,NA,NA
Tennessee,2016,2250,NA,NA
Tennessee,2012,NA,6101,65524
Tennessee,2013,NA,338,71107
Tennessee,2014,NA,295,73320
Tennessee,2015,NA,397,80701
Tennessee,2016,NA,616,87104
Tennessee,2017,NA,559,99159
Tennessee,2011,NA,NA,59437
Tennessee,2018,NA,NA,107634
Texas,2000,1870,NA,NA
Texas,2000,3580,NA,NA
Texas,2001,1710,NA,NA
Texas,2001,4080,NA,NA
Texas,2002,2370,NA,NA
Texas,2002,3970,NA,NA
Texas,2003,2350,NA,NA
Texas,2003,3970,NA,NA
Texas,2004,2300,NA,NA
Texas,2004,4150,NA,NA
Texas,2005,1930,NA,NA
Texas,2005,3950,NA,NA
Texas,2006,2320,NA,NA
Texas,2006,3390,NA,NA
Texas,2007,2800,NA,NA
Texas,2007,3550,NA,NA
Texas,2008,3830,NA,NA
Texas,2008,9930,NA,NA
Texas,2009,4310,NA,NA
Texas,2009,3680,NA,NA
Texas,2010,4040,NA,NA
Texas,2010,3320,NA,NA
Texas,2011,3920,NA,NA
Texas,2011,3290,NA,NA
Texas,2012,3990,NA,NA
Texas,2012,3300,NA,NA
Texas,2013,4220,NA,NA
Texas,2013,**,NA,NA
Texas,2014,4310,NA,NA
Texas,2014,3680,NA,NA
Texas,2015,4310,NA,NA
Texas,2015,3680,NA,NA
Texas,2016,2800,NA,NA
Texas,2016,3550,NA,NA
Texas,2012,NA,18874,258204
Texas,2013,NA,694,303854
Texas,2014,NA,2510,337309
Texas,2015,NA,1024,403185
Texas,2016,NA,1247,468581
Texas,2017,NA,1751,588696
Texas,2011,NA,NA,224200
Texas,2018,NA,NA,637612
Utah,2000,620,NA,NA
Utah,2000,430,NA,NA
Utah,2001,830,NA,NA
Utah,2001,510,NA,NA
Utah,2002,1000,NA,NA
Utah,2002,850,NA,NA
Utah,2003,910,NA,NA
Utah,2003,1070,NA,NA
Utah,2004,620,NA,NA
Utah,2004,1470,NA,NA
Utah,2005,**,NA,NA
Utah,2005,1620,NA,NA
Utah,2006,420,NA,NA
Utah,2006,1450,NA,NA
Utah,2007,460,NA,NA
Utah,2007,1460,NA,NA
Utah,2008,660,NA,NA
Utah,2008,1030,NA,NA
Utah,2009,630,NA,NA
Utah,2009,1030,NA,NA
Utah,2010,630,NA,NA
Utah,2010,870,NA,NA
Utah,2011,750,NA,NA
Utah,2011,720,NA,NA
Utah,2012,830,NA,NA
Utah,2012,1010,NA,NA
Utah,2013,930,NA,NA
Utah,2013,1380,NA,NA
Utah,2014,630,NA,NA
Utah,2014,1030,NA,NA
Utah,2015,630,NA,NA
Utah,2015,1030,NA,NA
Utah,2016,460,NA,NA
Utah,2016,1460,NA,NA
Utah,2012,NA,1185,29383
Utah,2013,NA,227,34536
Utah,2014,NA,102,37490
Utah,2015,NA,36,77193
Utah,2016,NA,46,54367
Utah,2017,NA,348,72856
Utah,2011,NA,NA,25986
Utah,2018,NA,NA,83962
Vermont,2000,320,NA,NA
Vermont,2000,290,NA,NA
Vermont,2001,590,NA,NA
Vermont,2001,360,NA,NA
Vermont,2002,570,NA,NA
Vermont,2002,270,NA,NA
Vermont,2003,580,NA,NA
Vermont,2003,350,NA,NA
Vermont,2004,290,NA,NA
Vermont,2004,450,NA,NA
Vermont,2005,370,NA,NA
Vermont,2005,530,NA,NA
Vermont,2006,320,NA,NA
Vermont,2006,460,NA,NA
Vermont,2007,320,NA,NA
Vermont,2007,410,NA,NA
Vermont,2008,180,NA,NA
Vermont,2008,**,NA,NA
Vermont,2009,210,NA,NA
Vermont,2010,280,NA,NA
Vermont,2010,850,NA,NA
Vermont,2011,600,NA,NA
Vermont,2011,920,NA,NA
Vermont,2012,640,NA,NA
Vermont,2012,830,NA,NA
Vermont,2013,610,NA,NA
Vermont,2013,840,NA,NA
Vermont,2014,210,NA,NA
Vermont,2015,210,NA,NA
Vermont,2016,320,NA,NA
Vermont,2016,410,NA,NA
Vermont,1999,NA,NA,NA
Vermont,2000,NA,NA,NA
Vermont,2001,NA,NA,NA
Vermont,2012,NA,298,223303
Vermont,2013,NA,20,233718
Vermont,2014,NA,93,248939
Vermont,2015,NA,23,268234
Vermont,2016,NA,12,281356
Vermont,2017,NA,58,307822
Vermont,2011,NA,NA,202170
Vermont,2018,NA,NA,328010
Virgin Islands,2000,30,NA,NA
Virgin Islands,2001,50,NA,NA
Virgin Islands,2002,50,NA,NA
Virgin Islands,2003,60,NA,NA
Virgin Islands,2004,50,NA,NA
Virgin Islands,2005,60,NA,NA
Virgin Islands,2005,40,NA,NA
Virgin Islands,2006,40,NA,NA
Virgin Islands,2011,50,NA,NA
Virgin Islands,2012,40,NA,NA
Virginia,2000,2300,NA,NA
Virginia,2000,2730,NA,NA
Virginia,2001,2620,NA,NA
Virginia,2001,2730,NA,NA
Virginia,2002,3160,NA,NA
Virginia,2002,2800,NA,NA
Virginia,2003,3070,NA,NA
Virginia,2003,2220,NA,NA
Virginia,2004,2810,NA,NA
Virginia,2004,2960,NA,NA
Virginia,2005,2510,NA,NA
Virginia,2005,2950,NA,NA
Virginia,2006,3050,NA,NA
Virginia,2006,3450,NA,NA
Virginia,2007,3550,NA,NA
Virginia,2007,3510,NA,NA
Virginia,2008,3940,NA,NA
Virginia,2008,3700,NA,NA
Virginia,2009,4910,NA,NA
Virginia,2009,3150,NA,NA
Virginia,2010,5640,NA,NA
Virginia,2010,3080,NA,NA
Virginia,2011,7390,NA,NA
Virginia,2011,2950,NA,NA
Virginia,2012,6920,NA,NA
Virginia,2012,3110,NA,NA
Virginia,2013,7890,NA,NA
Virginia,2013,3430,NA,NA
Virginia,2014,4910,NA,NA
Virginia,2014,3150,NA,NA
Virginia,2015,4910,NA,NA
Virginia,2015,3150,NA,NA
Virginia,2016,3550,NA,NA
Virginia,2016,3510,NA,NA
Virginia,2012,NA,4062,3803
Virginia,2013,NA,1013,3904
Virginia,2014,NA,182,4032
Virginia,2015,NA,294,4199
Virginia,2016,NA,424,4723
Virginia,2017,NA,1015,5872
Virginia,2011,NA,NA,3664
Virginia,2018,NA,NA,6623
Washington,2000,2270,NA,NA
Washington,2000,3350,NA,NA
Washington,2001,2290,NA,NA
Washington,2001,5330,NA,NA
Washington,2002,2800,NA,NA
Washington,2002,4970,NA,NA
Washington,2003,2870,NA,NA
Washington,2003,4790,NA,NA
Washington,2004,3130,NA,NA
Washington,2005,2790,NA,NA
Washington,2006,2880,NA,NA
Washington,2006,2090,NA,NA
Washington,2007,2850,NA,NA
Washington,2007,2360,NA,NA
Washington,2008,5300,NA,NA
Washington,2008,2330,NA,NA
Washington,2009,4140,NA,NA
Washington,2009,2390,NA,NA
Washington,2010,3640,NA,NA
Washington,2010,1660,NA,NA
Washington,2011,3590,NA,NA
Washington,2011,1530,NA,NA
Washington,2012,3230,NA,NA
Washington,2012,1640,NA,NA
Washington,2013,2810,NA,NA
Washington,2013,2090,NA,NA
Washington,2014,4140,NA,NA
Washington,2014,2390,NA,NA
Washington,2015,4140,NA,NA
Washington,2015,2390,NA,NA
Washington,2016,2850,NA,NA
Washington,2016,2360,NA,NA
Washington,2012,NA,5053,50550
Washington,2013,NA,284,56951
Washington,2014,NA,199,60009
Washington,2015,NA,217,68427
Washington,2016,NA,290,75957
Washington,2017,NA,611,91835
Washington,2011,NA,NA,44983
Washington,2018,NA,NA,101534
West Virginia,2000,510,NA,NA
West Virginia,2000,1020,NA,NA
West Virginia,2001,460,NA,NA
West Virginia,2001,1060,NA,NA
West Virginia,2002,390,NA,NA
West Virginia,2002,1110,NA,NA
West Virginia,2003,460,NA,NA
West Virginia,2003,1050,NA,NA
West Virginia,2004,500,NA,NA
West Virginia,2004,1100,NA,NA
West Virginia,2005,540,NA,NA
West Virginia,2005,1110,NA,NA
West Virginia,2006,710,NA,NA
West Virginia,2006,1450,NA,NA
West Virginia,2007,790,NA,NA
West Virginia,2007,1400,NA,NA
West Virginia,2008,780,NA,NA
West Virginia,2008,1580,NA,NA
West Virginia,2009,660,NA,NA
West Virginia,2009,1150,NA,NA
West Virginia,2010,580,NA,NA
West Virginia,2010,1320,NA,NA
West Virginia,2011,550,NA,NA
West Virginia,2011,1100,NA,NA
West Virginia,2012,550,NA,NA
West Virginia,2012,870,NA,NA
West Virginia,2013,590,NA,NA
West Virginia,2013,450,NA,NA
West Virginia,2014,660,NA,NA
West Virginia,2014,1150,NA,NA
West Virginia,2015,660,NA,NA
West Virginia,2015,1150,NA,NA
West Virginia,2016,790,NA,NA
West Virginia,2016,1400,NA,NA
West Virginia,1999,NA,NA,NA
West Virginia,2000,NA,NA,NA
West Virginia,2001,NA,NA,NA
West Virginia,2002,NA,NA,NA
West Virginia,2012,NA,1966,39389
West Virginia,2013,NA,87,43059
West Virginia,2014,NA,84,44705
West Virginia,2015,NA,131,49722
West Virginia,2016,NA,115,53697
West Virginia,2017,NA,478,64878
West Virginia,2011,NA,NA,35726
West Virginia,2018,NA,NA,73250
Wisconsin,2000,700,NA,NA
Wisconsin,2000,1500,NA,NA
Wisconsin,2001,730,NA,NA
Wisconsin,2001,1320,NA,NA
Wisconsin,2002,1030,NA,NA
Wisconsin,2002,1760,NA,NA
Wisconsin,2003,1050,NA,NA
Wisconsin,2003,1660,NA,NA
Wisconsin,2004,1140,NA,NA
Wisconsin,2004,1740,NA,NA
Wisconsin,2005,1340,NA,NA
Wisconsin,2005,1920,NA,NA
Wisconsin,2006,1090,NA,NA
Wisconsin,2006,1830,NA,NA
Wisconsin,2007,1390,NA,NA
Wisconsin,2007,2400,NA,NA
Wisconsin,2008,1410,NA,NA
Wisconsin,2008,2640,NA,NA
Wisconsin,2009,1780,NA,NA
Wisconsin,2009,3170,NA,NA
Wisconsin,2010,1870,NA,NA
Wisconsin,2010,2510,NA,NA
Wisconsin,2011,1810,NA,NA
Wisconsin,2011,2270,NA,NA
Wisconsin,2012,1860,NA,NA
Wisconsin,2012,1750,NA,NA
Wisconsin,2013,1940,NA,NA
Wisconsin,2013,1610,NA,NA
Wisconsin,2014,1780,NA,NA
Wisconsin,2014,3170,NA,NA
Wisconsin,2015,1780,NA,NA
Wisconsin,2015,3170,NA,NA
Wisconsin,2016,1390,NA,NA
Wisconsin,2016,2400,NA,NA
Wisconsin,2012,NA,1944,14742
Wisconsin,2013,NA,198,16172
Wisconsin,2014,NA,190,17429
Wisconsin,2015,NA,310,23415
Wisconsin,2016,NA,178,31540
Wisconsin,2017,NA,327,35264
Wisconsin,2011,NA,NA,11517
Wisconsin,2018,NA,NA,37839
Wyoming,2000,150,NA,NA
Wyoming,2000,**,NA,NA
Wyoming,2001,140,NA,NA
Wyoming,2001,150,NA,NA
Wyoming,2002,140,NA,NA
Wyoming,2002,90,NA,NA
Wyoming,2003,110,NA,NA
Wyoming,2004,160,NA,NA
Wyoming,2004,160,NA,NA
Wyoming,2005,210,NA,NA
Wyoming,2005,190,NA,NA
Wyoming,2006,180,NA,NA
Wyoming,2006,230,NA,NA
Wyoming,2007,190,NA,NA
Wyoming,2007,310,NA,NA
Wyoming,2008,200,NA,NA
Wyoming,2008,360,NA,NA
Wyoming,2009,160,NA,NA
Wyoming,2009,400,NA,NA
Wyoming,2010,180,NA,NA
Wyoming,2010,280,NA,NA
Wyoming,2011,240,NA,NA
Wyoming,2011,230,NA,NA
Wyoming,2012,300,NA,NA
Wyoming,2012,250,NA,NA
Wyoming,2013,300,NA,NA
Wyoming,2013,190,NA,NA
Wyoming,2014,160,NA,NA
Wyoming,2014,400,NA,NA
Wyoming,2015,160,NA,NA
Wyoming,2015,400,NA,NA
Wyoming,2016,190,NA,NA
Wyoming,2016,310,NA,NA
Wyoming,1999,NA,NA,NA
Wyoming,2012,NA,358,106513
Wyoming,2013,NA,61,113375
Wyoming,2014,NA,851,114052
Wyoming,2015,NA,19,124176
Wyoming,2016,NA,26,127787
Wyoming,2017,NA,33,132806
Wyoming,2011,NA,NA,98904
Wyoming,2018,NA,NA,128083